slug,name,github_owner,github_repo,github_url,fetched_at
data-structure-typed,Data Structure Typed,zrwusa,zrwusa/data-structure-typed,https://github.com/zrwusa/data-structure-typed,2026-06-29T23:55:44+00:00
data-umbrella,Data Umbrella,data-umbrella,,https://github.com/data-umbrella,2026-06-29T23:55:44+00:00
dataactivists,Data Activists,dataactivists,,https://github.com/dataactivists,2026-06-29T23:55:44+00:00
database-schema-generator,Database Schema Generator,karatay-lab,karatay-lab/database-schema-generator,https://github.com/karatay-lab/database-schema-generator,2026-06-29T23:55:44+00:00
database_consistency,Database Consistency,djezzzl,djezzzl/database_consistency,https://github.com/djezzzl/database_consistency,2026-06-29T23:55:44+00:00
datacap,DataCap,devlive-community,devlive-community/datacap,https://github.com/devlive-community/datacap,2026-06-29T23:55:44+00:00
datafest-africa,DataFest Africa,datafetafrica,,https://github.com/datafetafrica,2026-06-29T23:55:44+00:00
datafestafrica,Data Community Africa,datafestafrica,,https://github.com/datafestafrica,2026-06-29T23:55:44+00:00
dataforanimals,Data for Animals,data-for-animals,,https://github.com/Data-for-Animals,2026-06-29T23:55:44+00:00
datafuel-project,DataFuel Project,datafuel-project,,https://github.com/datafuel-project,2026-06-29T23:55:44+00:00
datagroupssl,datagroupssl,datagroupssl,,https://github.com/datagroupssl,2026-06-29T23:55:44+00:00
datahike,Datahike,replikativ,replikativ/datahike,https://github.com/replikativ/datahike,2026-06-29T23:55:44+00:00
datalist-polyfill,datalist-polyfill,mfranzke,mfranzke/datalist-polyfill,https://github.com/mfranzke/datalist-polyfill,2026-06-29T23:55:44+00:00
datapopulator,Data Populator,preciousforever,preciousforever/data-populator,https://github.com/preciousforever/data-populator,2026-06-29T23:55:44+00:00
dataproofer,Dataproofer,dataproofer,,https://github.com/dataproofer,2026-06-29T23:55:44+00:00
datarhei,datarhei,datarhei,,https://github.com/datarhei/,2026-06-29T23:55:44+00:00
datasourcecode,DataSourceCode,786ihtisham,,https://github.com/786ihtisham,2026-06-29T23:55:44+00:00
date,jenssegers/date,jenssegers,jenssegers/date,https://github.com/jenssegers/date,2026-06-29T23:55:44+00:00
datetime-picker-vue,Datetime Picker Vue,ashu-guo,ashu-guo/datetime-picker-vue,https://github.com/aShu-guo/datetime-picker-vue,2026-06-29T23:55:44+00:00
datree,Datree,datreeio,datreeio/datree,https://github.com/datreeio/datree,2026-06-29T23:55:44+00:00
daves-corner,Dave's Corner,dharmor,dharmor/calixy,https://github.com/dharmor/Calixy,2026-06-29T23:55:44+00:00
davidmyersdev-oss,David Myers (OSS),davidmyersdev,,https://github.com/davidmyersdev,2026-06-29T23:55:44+00:00
dawalka,DAWalka,pcixmix,pcixmix/dawalka,https://github.com/pcixmix/DAWalka,2026-06-29T23:55:44+00:00
dawn-winery,Dawn Winery,an-anime-team,,https://github.com/an-anime-team,2026-06-29T23:55:44+00:00
dawnn,Dawnn App,dawnn-team,,https://github.com/dawnn-team,2026-06-29T23:55:44+00:00
day-today,Day today,socialcoder201,,https://github.com/Socialcoder201,2026-06-29T23:55:44+00:00
dayjs,Day.js,iamkun,iamkun/dayjs,https://github.com/iamkun/dayjs,2026-06-29T23:55:44+00:00
db-lens,DB Lens,dblens,,https://github.com/dblens,2026-06-29T23:55:44+00:00
db-sync,db-sync,ndikuma,ndikuma/db-sync,https://github.com/Ndikuma/db-sync,2026-06-29T23:55:44+00:00
db8bot,db8bot,db8bot,,https://github.com/db8bot,2026-06-29T23:55:44+00:00
dbac,DBAC,dbugx,dbugx/dbac,https://github.com/dbugx/DBAC,2026-06-29T23:55:44+00:00
dbatools,dbatools,sqlcollaborative,sqlcollaborative/dbatools,https://github.com/sqlcollaborative/dbatools,2026-06-29T23:55:44+00:00
dbctl,Dbctl,mirzakhany,mirzakhany/dbctl,https://github.com/mirzakhany/dbctl,2026-06-29T23:55:44+00:00
dbdp,Digital Biomarker Discovery Pipeline,digitalbiomarkerdiscoverypipeline,,https://github.com/DigitalBiomarkerDiscoveryPipeline,2026-06-29T23:55:44+00:00
dbgate,DbGate,dbgate,dbgate/dbgate,https://github.com/dbgate/dbgate,2026-06-29T23:55:44+00:00
dbtalks_notes,dbtalks_notes,dbtalks,,https://github.com/dbtalks,2026-06-29T23:55:44+00:00
dbtasker,Dbtasker,kormoi,kormoi/dbtasker,https://github.com/kormoi/dbtasker,2026-06-29T23:55:44+00:00
dbtu,Dbtu,li-junpeng,li-junpeng/dbtu-client,https://github.com/li-junpeng/dbtu-client,2026-06-29T23:55:44+00:00
dbx,Dbx,effortlesslabs,effortlesslabs/dbx,https://github.com/effortlesslabs/dbx,2026-06-29T23:55:44+00:00
dcat-admin,Dcat Admin,jqhph,,https://github.com/jqhph,2026-06-29T23:55:44+00:00
dcg420,DCG420,dcg420,,https://github.com/dcg420,2026-06-29T23:55:44+00:00
dclint,Docker Compose Linter,zavoloklom,zavoloklom/docker-compose-linter,https://github.com/zavoloklom/docker-compose-linter,2026-06-29T23:55:44+00:00
dcs-skunkworks,DCS Skunkworks,dcs-skunkworks,,https://github.com/DCS-Skunkworks,2026-06-29T23:55:44+00:00
dd-ghostship,DD-Ghost_ship,dd-ghost_ship,,https://github.com/DD-Ghost_ship,2026-06-29T23:55:44+00:00
dd2030,デジタル民主主義2030,digitaldemocracy2030,,https://github.com/digitaldemocracy2030,2026-06-29T23:55:44+00:00
ddeep,ddeep,kais-radwan,kais-radwan/ddeep,https://github.com/kais-radwan/ddeep,2026-06-29T23:55:44+00:00
ddkits-cli,DDKits CLI,ddkits,ddkits/cli,https://github.com/ddkits/cli,2026-06-29T23:55:44+00:00
ddlsim-lab,DDLSim-Lab Research groupe,ktruby-oss,ktruby-oss/ddlsim-lab,https://github.com/ktruby-oss/DDLSim-Lab,2026-06-29T23:55:44+00:00
ddosecrets,Distributed Denial of Secrets,ddosecrets,,https://github.com/ddosecrets,2026-06-29T23:55:44+00:00
deadlock-api,Deadlock API,deadlock-api,deadlock-api/deadlock-api,https://github.com/deadlock-api/deadlock-api,2026-06-29T23:55:44+00:00
dearpygui,DearPyGui,hoffstadt,,https://github.com/hoffstadt,2026-06-29T23:55:44+00:00
debanjandhar12s-logseq-plugins,debanjandhar12's Logseq Plugins,debanjandhar12,debanjandhar12/logseq-anki-sync,https://github.com/debanjandhar12/logseq-anki-sync,2026-06-29T23:55:44+00:00
debug,debug,debug-js,debug-js/debug,https://github.com/debug-js/debug,2026-06-29T23:55:44+00:00
debut-js,Debut,debut-js,,https://github.com/debut-js,2026-06-29T23:55:44+00:00
debutjs,Debut Collective,debut-js,,https://github.com/debut-js,2026-06-29T23:55:44+00:00
decades,Decades,hyerland,hyerland/decades,https://github.com/hyerland/Decades,2026-06-29T23:55:44+00:00
decap,Decap CMS,decaporg,decaporg/decap-cms,https://github.com/decaporg/decap-cms,2026-06-29T23:55:44+00:00
decap-cms-github-backend,Decap Cms Github Backend,njfamirm,njfamirm/decap-cms-github-backend,https://github.com/njfamirm/decap-cms-github-backend,2026-06-29T23:55:44+00:00
decentral,DeCentral-Budapest,decentral-budapest,,https://github.com/DeCentral-Budapest/,2026-06-29T23:55:44+00:00
decentralized-internet,Decentralized Internet,lonero-team,lonero-team/decentralized-internet,https://github.com/lonero-team/decentralized-internet,2026-06-29T23:55:44+00:00
decentralized-science,Decentralized Science,decentralizedscience,,https://github.com/DecentralizedScience,2026-06-29T23:55:44+00:00
decentraverse-whitepaperpdf,DecentraVerse Whitepaper.pdf,siushah,siushah/decentraverse-whitepaper.pdf,https://github.com/SIUShah/DecentraVerse-Whitepaper.pdf,2026-06-29T23:55:44+00:00
decidim-switzerland,Decidim Switzerland,decidim,,https://github.com/decidim,2026-06-29T23:55:44+00:00
deck,DECK,sfx101,sfx101/docker-stacks,https://github.com/sfx101/docker-stacks,2026-06-29T23:55:44+00:00
deck-of-cards,Deck of Cards,deck-of-cards,,https://github.com/deck-of-cards,2026-06-29T23:55:44+00:00
deck-slides,deck,k1low,k1low/deck,https://github.com/k1LoW/deck,2026-06-29T23:55:44+00:00
declarative-dynamic-extensions,Declarative Dynamic Extensions,flavi1,flavi1/declarative-dynamic-extensions,https://github.com/flavi1/declarative-dynamic-extensions,2026-06-29T23:55:44+00:00
decompals,Decompals,decompals,,https://github.com/decompals,2026-06-29T23:55:44+00:00
decopon,Decopon,kawadumax,kawadumax/decopon,https://github.com/kawadumax/decopon,2026-06-29T23:55:44+00:00
dedsec-software,DedSec Software,dedsec-software,,https://github.com/DedSec-Software,2026-06-29T23:55:44+00:00
deemixrr,deemixrr,theultimatec0der,,https://github.com/TheUltimateC0der,2026-06-29T23:55:44+00:00
deenfinancials,DeenFinancials.co,deenfinance,deenfinance/jellyblocks,https://github.com/DeenFinance/jellyblocks,2026-06-29T23:55:44+00:00
deep-wine-runner,Deep Wine Runner,gfdgd-xi,gfdgd-xi/deep-wine-runner,https://github.com/gfdgd-xi/deep-wine-runner,2026-06-29T23:55:44+00:00
deepmerge-ts,deepmerge-ts,rebeccastevens,rebeccastevens/deepmerge-ts,https://github.com/RebeccaStevens/deepmerge-ts,2026-06-29T23:55:44+00:00
deepnerd,Vault,deepnerd-ai,deepnerd-ai/vault,https://github.com/DeepNerd-AI/Vault,2026-06-29T23:55:44+00:00
deepo,Deepo,ufoym,,https://github.com/ufoym,2026-06-29T23:55:44+00:00
deepshift-labs,DeepShift Labs,deepshift-labs,,https://github.com/DeepShift-Labs,2026-06-29T23:55:44+00:00
deeptech-konten,Konten DeepTech demi Indonesia Setara,deeptechid,,https://github.com/deeptechid,2026-06-29T23:55:44+00:00
deepwto,DeepWTO,deepwto,,https://github.com/DeepWTO,2026-06-29T23:55:44+00:00
defjs,Defjs,defjs,defjs/defjs,https://github.com/defjs/defjs,2026-06-29T23:55:44+00:00
degym,DeGym,degym,degym/documentation,https://github.com/DeGym/documentation,2026-06-29T23:55:44+00:00
deh,Discord Experiment Hub,discordexperimenthub,,https://github.com/discordexperimenthub/,2026-06-29T23:55:44+00:00
deinos,DeinOS,deinos-depin,,https://github.com/DeinOS-DePIN,2026-06-29T23:55:44+00:00
del-repos,del-repos,yaolifeng0629,yaolifeng0629/del-repos,https://github.com/yaolifeng0629/del-repos,2026-06-29T23:55:44+00:00
delicoding,Delicoding,delicoding,,https://github.com/delicoding,2026-06-29T23:55:44+00:00
delight-dev,Delight,delight-dev,,https://github.com/delight-dev,2026-06-29T23:55:44+00:00
delirvfx,delirvfx,ra-gg,ra-gg/delir,https://github.com/ra-gg/Delir,2026-06-29T23:55:44+00:00
deliverance-church--payment-form,DELIVERANCE CHURCH Payment Form,denzelamani,denzelamani/deliverance-church--payment-form,https://github.com/DenzelAmani/DELIVERANCE-CHURCH--Payment-Form,2026-06-29T23:55:44+00:00
delivergence,Delivergence,delivergence,,https://github.com/delivergence,2026-06-29T23:55:44+00:00
delivery,Delivery,younes101020,younes101020/delivery,https://github.com/younes101020/delivery,2026-06-29T23:55:44+00:00
delta-chat,Delta Chat collective,deltachat,,https://github.com/deltachat,2026-06-29T23:55:44+00:00
delta-coverage-plugin,Delta Coverage Plugin,gw-kit,gw-kit/delta-coverage-plugin,https://github.com/gw-kit/delta-coverage-plugin,2026-06-29T23:55:44+00:00
dem,Dem,edkomanu,edkomanu/dem,https://github.com/EDKOMANU/Dem,2026-06-29T23:55:44+00:00
demic-collective,Demic collective,amit72,,https://github.com/amit72,2026-06-29T23:55:44+00:00
demo-mock-server,Demo Mock Server,minggh,minggh/demo-mock-server,https://github.com/MingGH/demo-mock-server,2026-06-29T23:55:44+00:00
democracytools,DemocracyTools,democracytools,,https://github.com/democracytools,2026-06-29T23:55:44+00:00
deniai,Deni AI,raicdev,raicdev/deni-ai,https://github.com/raicdev/deni-ai,2026-06-29T23:55:44+00:00
deniboii-rba,Remove Roblox Adverts Extension,deniboi123,,https://github.com/deniboi123,2026-06-29T23:55:44+00:00
denoify,Denoify,garronej,garronej/denoify,https://github.com/garronej/denoify,2026-06-29T23:55:44+00:00
denosaurs,Denosaurs,denosaurs,,https://github.com/denosaurs,2026-06-29T23:55:44+00:00
denpiligrim_web,DenPiligrim,vasiljevdenis,vasiljevdenis/dp,https://github.com/vasiljevdenis/dp,2026-06-29T23:55:44+00:00
dentaku,dentaku,rubysolo,rubysolo/dentaku,https://github.com/rubysolo/dentaku,2026-06-29T23:55:44+00:00
denver-for-all,Denver For All,denver-for-all,denver-for-all/denver-for-all,https://github.com/Denver-For-All/denver-for-all,2026-06-29T23:55:44+00:00
depcheck,depcheck,depcheck,,https://github.com/depcheck,2026-06-29T23:55:44+00:00
dependent-dropdown,dependent-dropdown,kartik-v,kartik-v/dependent-dropdown,https://github.com/kartik-v/dependent-dropdown,2026-06-29T23:55:44+00:00
deploy,deploy,ansistrano,ansistrano/deploy,https://github.com/ansistrano/deploy,2026-06-29T23:55:44+00:00
deploy_units,Deploy Units,hunk16,hunk16/deploy_units,https://github.com/hunk16/Deploy_units,2026-06-29T23:55:44+00:00
depwise,Depwise,zbowling,zbowling/depwise,https://github.com/zbowling/depwise,2026-06-29T23:55:44+00:00
derailed,Derailed,derailedapp,derailedapp/derailed,https://github.com/derailedapp/derailed,2026-06-29T23:55:44+00:00
des-system,Des System,des-system,,https://github.com/Des-System,2026-06-29T23:55:44+00:00
design-editor,design-editor,layerhub-io,,https://github.com/layerhub-io,2026-06-29T23:55:44+00:00
design-patterns-for-humans,design-patterns-for-humans,kamranahmedse,kamranahmedse/design-patterns-for-humans,https://github.com/kamranahmedse/design-patterns-for-humans,2026-06-29T23:55:44+00:00
design-studio,Design Studio,codesmithsys,codesmithsys/design-studio,https://github.com/codesmithsys/design-studio,2026-06-29T23:55:44+00:00
design-systems-os,Design Systems OS,designsystems-os,,https://github.com/designsystems-os,2026-06-29T23:55:44+00:00
design-token-kit,Design Token Kit,design-token-kit,design-token-kit/design-token-kit,https://github.com/design-token-kit/design-token-kit,2026-06-29T23:55:44+00:00
design-tokens,Design Tokens Community Group,design-tokens,,https://github.com/design-tokens,2026-06-29T23:55:44+00:00
designhub,DesignHub,mdmuradhossaindev,mdmuradhossaindev/designhub,https://github.com/MdMuradHossainDev/DesignHub,2026-06-29T23:55:44+00:00
designsystems,Design.Systems,jina,,https://github.com/jina,2026-06-29T23:55:44+00:00
deskreen,Deskreen,pavlobu,pavlobu/deskreen,https://github.com/pavlobu/deskreen,2026-06-29T23:55:44+00:00
destroniafilter,Destronia_Filter,destronia,destronia/adblock_filter,https://github.com/Destronia/AdBlock_Filter,2026-06-29T23:55:44+00:00
detekt,Detekt,detekt,,https://github.com/detekt,2026-06-29T23:55:44+00:00
deterministic-agentic-framework,DAF — Deterministic Agentic Framework,tonyos-lab,tonyos-lab/daf,https://github.com/tonyos-lab/daf,2026-06-29T23:55:44+00:00
detrix,Detrix,flashus,flashus/detrix,https://github.com/flashus/detrix,2026-06-29T23:55:44+00:00
deuces9ersproject1,deuces9ers,deuces9ers,,https://github.com/deuces9ers,2026-06-29T23:55:44+00:00
dev-4hmad,dev-4hmad,dev-4hmad,dev-4hmad/dev-4hmad,https://github.com/dev-4hmad/dev-4hmad,2026-06-29T23:55:44+00:00
dev-army-knife,Dev Army Knife,arpan-206,,https://github.com/Arpan-206,2026-06-29T23:55:44+00:00
dev-interview-study,dev-interview-study,93jpark,93jpark/dev-interview-study,https://github.com/93jpark/dev-interview-study,2026-06-29T23:55:44+00:00
dev-unique-id,Dev Unique Id,devlopersabbir,devlopersabbir/dev-unique-id,https://github.com/devlopersabbir/dev-unique-id,2026-06-29T23:55:44+00:00
dev_kit,Dev Kit,starproxima,starproxima/dev_kit,https://github.com/StarProxima/dev_kit,2026-06-29T23:55:44+00:00
devcard,DevCard,dev-card,dev-card/devcard,https://github.com/Dev-Card/DevCard,2026-06-29T23:55:44+00:00
devcomfort-text-transcoder,@devcomfort/text-transcoder,devcomfort,devcomfort/devcomfort-text-transcoder,https://github.com/devcomfort/devcomfort-text-transcoder,2026-06-29T23:55:44+00:00
devdiff,DevDiff,eldrexdelosreyesbula,eldrexdelosreyesbula/devdiff,https://github.com/EldrexDelosReyesBula/DevDiff,2026-06-29T23:55:44+00:00
devdisplay,DevDisplay,codeaashu,codeaashu/devdisplay,https://github.com/codeaashu/DevDisplay,2026-06-29T23:55:44+00:00
devdj51,Dev-DJ,devdj51,,https://github.com/devdj51,2026-06-29T23:55:44+00:00
devefe,Devefe,devefe,devefe/devefe,https://github.com/Devefe/Devefe,2026-06-29T23:55:44+00:00
developer-experience,Developer Experience (DX),stephenjude,,https://github.com/stephenjude,2026-06-29T23:55:44+00:00
developer-portfolio,Developer Portfolio,said7388,said7388/developer-portfolio,https://github.com/said7388/developer-portfolio,2026-06-29T23:55:44+00:00
developer-yasir,Yasir Raees,developer-yasir,,https://github.com/developer-yasir,2026-06-29T23:55:44+00:00
developergithub,Developer.Github,reyban82,reyban82/developer.github,https://github.com/ReyBan82/Developer.Github,2026-06-29T23:55:44+00:00
developernoon,Developer Noon,cprabud,,https://github.com/cprabud,2026-06-29T23:55:44+00:00
developersindiac,DevelopersIndia,developersindia,,https://github.com/developersIndia,2026-06-29T23:55:44+00:00
developh,Developh,develophorg,,https://github.com/develophorg,2026-06-29T23:55:44+00:00
developing-ios-10-apps-with-swift,Developing-iOS-10-Apps-with-Swift,apollonyan,apollonyan/developing-ios-11-app-with-swift,https://github.com/Apollonyan/Developing-iOS-11-App-with-Swift,2026-06-29T23:55:44+00:00
develuxrom,develuxrom,develux44,,https://github.com/develux44,2026-06-29T23:55:44+00:00
deverpanel,DPanel,mohamed-slimane,mohamed-slimane/dpanel,https://github.com/Mohamed-Slimane/DPanel,2026-06-29T23:55:44+00:00
devflow-cli,Devflow Cli,alejandrochvs,alejandrochvs/devflow-cli,https://github.com/alejandrochvs/devflow-cli,2026-06-29T23:55:44+00:00
devflow-cms,Devflow CMS,getdevflow,,https://github.com/getdevflow/,2026-06-29T23:55:44+00:00
devfounds,DevFounds,werdelesmarcio,,https://github.com/werdelesmarcio,2026-06-29T23:55:44+00:00
devfreebooks,devfreebooks,devfreebooks,devfreebooks/devfreebooks.github.io,https://github.com/devfreebooks/devfreebooks.github.io,2026-06-29T23:55:44+00:00
devgl,81CuongVn,81cuongvn,,https://github.com/81CuongVn,2026-06-29T23:55:44+00:00
devhub,DevHub,devhubapp,devhubapp/devhub,https://github.com/devhubapp/devhub,2026-06-29T23:55:44+00:00
devicemanagerframework,DeviceManagerFramework,boriszn,,https://github.com/Boriszn,2026-06-29T23:55:44+00:00
deviil102,DeVIiL102,deviil102,deviil102/deviil102,https://github.com/DeVIiL102/DeVIiL102,2026-06-29T23:55:44+00:00
devilbox,Devilbox,cytopia,cytopia/devilbox,https://github.com/cytopia/devilbox,2026-06-29T23:55:44+00:00
devilhardcore,Devilhardcore,devilhardcore,devilhardcore/devilhardcore,https://github.com/devilhardcore/devilhardcore,2026-06-29T23:55:44+00:00
devincept-donations,DevIncept Donations,devincept,,https://github.com/DevIncept,2026-06-29T23:55:44+00:00
devise_token_auth,devise_token_auth,lynndylanhurley,lynndylanhurley/devise_token_auth,https://github.com/lynndylanhurley/devise_token_auth,2026-06-29T23:55:44+00:00
devlandjs,Devland.js,jeotique,jeotique/devland.js,https://github.com/Jeotique/devland.js,2026-06-29T23:55:44+00:00
devlopr-jekyll,Devlopr Jekyll,sujaykundu777,sujaykundu777/devlopr-jekyll,https://github.com/sujaykundu777/devlopr-jekyll,2026-06-29T23:55:44+00:00
devmeter,DevMeter,zaid-maker,zaid-maker/devmeter,https://github.com/Zaid-maker/DevMeter,2026-06-29T23:55:44+00:00
devnest-labs,DevNest Labs,suru-web,suru-web/skillseek,https://github.com/Suru-web/SkillSeek,2026-06-29T23:55:44+00:00
devnow,DevNow,laughingzhu,laughingzhu/devnow,https://github.com/LaughingZhu/DevNow,2026-06-29T23:55:44+00:00
devoir-projects,Devoir Projects,elfwap,,https://github.com/elfwap,2026-06-29T23:55:44+00:00
devops_dojo,DevOps Dojo,asimayazmrd0987-glitch,asimayazmrd0987-glitch/devops_dojo,https://github.com/asimayazmrd0987-glitch/DevOps_Dojo,2026-06-29T23:55:44+00:00
