repo,repo_id,active_contributors,hhi_commits,bus_factor_commits,loc,concentration_class,complexity_class
ngtcp2/ngtcp2,95347622,54,8810,1,0,A,
nheko-reborn/nheko,165144850,81,2717,2,0,C,
nholthaus/units,50688995,16,850,6,0,D,
nicbarker/clay,831578771,91,3598,1,0,C,
nicholas3388/luanode,53863000,1,10000,1,0,A,
nickrehm/drehmflight,236361938,3,8648,1,0,A,
nicohood/hid,20446682,7,3813,1,0,C,
nicolasff/webdis,1184678,4,4893,1,0,C,
niedev/rtranslator,251396732,10,6730,1,0,B,
niessner/matterport,76594116,2,6800,1,0,B,
nigels-com/glew,8870031,22,4096,1,0,C,
nihui/opencv-mobile,327885181,11,8893,1,0,A,
nihui/rife-ncnn-vulkan,315043859,2,9460,1,0,A,
nihui/waifu2x-ncnn-vulkan,179304752,7,6660,1,0,B,
nillerusr/source-engine,306377428,18,5493,1,0,B,
ninia/jep,1380748,15,5514,1,0,B,
nisargjhaveri/wirelessandroidautodongle,628678571,10,8197,1,0,A,
nitroshare/nitroshare-desktop,29035605,1,10000,1,0,A,
nitrux/maui-shell,267179062,7,4313,1,0,C,
nix-community/nixd,638852262,45,8206,1,0,A,
nixos/nix,3386088,82,1464,3,0,D,
nixos/patchelf,2928164,45,1769,3,0,D,
njh/ethercard,2301865,1,10000,1,0,A,
nju-projectn/nemu,100117530,26,4954,1,0,C,
nlnetlabs/unbound,94195301,69,4503,1,0,C,
nlohmann/json,11171548,34,4968,1,0,C,
nmap/ncrack,48400212,4,6544,1,0,B,
nmap/nmap,3671479,2,9976,1,0,A,
nmap/npcap,35855357,5,7540,1,0,B,
nmoehrle/mvs-texturing,27456043,4,2800,2,0,C,
nmrugg/stockfish.js,20713351,4,9326,1,0,A,
nmslib/hnswlib,96431386,28,795,5,0,D,
nmslib/nmslib,11309795,5,7984,1,0,B,
nmwsharp/polyscope,111565012,27,8447,1,0,A,
nndeploy/nndeploy,676114409,45,4090,1,0,C,
no-chicken/ov-watch,637258361,1,10000,1,0,A,
node-hid/node-hid,1817376,9,4876,1,0,C,
node-webrtc/node-webrtc,11131753,5,2222,2,0,D,
nodegui/nodegui,186662363,20,6637,1,0,B,
nodejs/llnode,45659211,6,3635,1,0,C,
nodejs/nan,11545928,22,2793,1,0,C,
nodejs/node-addon-api,81384578,53,892,4,0,D,
nodejs/node-addon-examples,7768093,20,750,5,0,D,
nodemcu/nodemcu-firmware,26917568,22,1743,2,0,D,
noisebynorthwest/php-spx,94931170,16,3414,2,0,C,
nomacs/nomacs,12585625,30,4048,1,0,C,
nomic-ai/gpt4all,619959033,99,2218,2,0,D,
nonstriater/learn-algorithms,19453715,1,10000,1,0,A,
norbyte/bg3se,334630126,15,9154,1,0,A,
norlab-ulaval/libpointmatcher,1266625,20,2933,2,0,C,
notepad-plus-plus/notepad-plus-plus,33014811,66,1655,3,0,D,
nothings/stb,20159867,21,3984,1,0,C,
notselwyn/cve-2024-1086,775151369,2,8756,1,0,A,
novak-99/mlpp,370214667,3,9767,1,0,A,
novum/vkquake,63755042,31,2310,2,0,D,
nowsecure/fsmon,49590440,6,4733,1,0,C,
nrf24/rf24,17856505,14,6536,1,0,B,
nrfconnect/sdk-nrf,121516035,99,184,21,0,D,
nst/jsontestsuite,71723822,7,2361,2,0,D,
ntop/n2n,71691212,30,4171,1,0,C,
ntop/ndpi,34194075,37,3208,2,0,C,
ntop/pf_ring,35040096,16,8460,1,0,A,
nuand/bladerf,8283085,17,5835,1,0,B,
nukem9/dlssg-to-fsr3,731883575,1,10000,1,0,A,
nullptrlabs/pgmodeler,5533936,8,9923,1,0,A,
numberwolf/h265web.js,279004149,3,7336,1,0,B,
numworks/epsilon,101643617,26,1261,3,0,D,
nurupo/vlc-pause-click-plugin,24564790,2,9556,1,0,A,
nuta/operating-system-in-1000-lines,670859426,33,4227,1,0,C,
nuttyartist/notes,48593559,18,2982,2,0,C,
nuvious/pam-duress,398482261,12,3536,1,0,C,
nvidia-ai-iot/deepstream_reference_apps,141168905,7,2934,2,0,C,
nvidia-isaac-ros/isaac_ros_visual_slam,416923043,3,4740,1,0,C,
nvidia-isaac/cuvslam,905946140,4,3878,1,0,C,
nvidia-isaac/nvblox,468713635,8,2457,2,0,D,
nvidia-merlin/hugectr,208313010,42,711,6,0,D,
nvidia-omniverse/physx,545381143,9,2229,2,0,D,
nvidia-rtx/nvrhi,385536001,36,3965,1,0,C,
nvidia/cccl,296416761,93,982,4,0,D,
nvidia/cuda-samples,127023441,14,3269,2,0,C,
nvidia/cudalibrarysamples,185834676,38,587,6,0,D,
nvidia/cutlass,112542515,94,808,9,0,D,
nvidia/dali,135768037,57,1547,3,0,D,
nvidia/dlss,390024694,3,7366,1,0,B,
nvidia/fastertransformer,354138793,36,3960,1,0,C,
nvidia/gdrcopy,27734219,12,7242,1,0,B,
nvidia/libnvidia-container,88311197,13,5043,1,0,B,
nvidia/matx,406542788,39,3783,1,0,C,
nvidia/nccl,46153892,21,2230,2,0,D,
nvidia/open-gpu-doc,178960356,5,3137,2,0,C,
nvidia/open-gpu-kernel-modules,488002779,14,2288,2,0,D,
nvidia/stdexec,366188419,73,3091,1,0,C,
nvidia/tensorrt,184657328,69,1269,4,0,D,
nvidiagameworks/falcor,98350667,13,4241,1,0,C,
nvidiagameworks/physx,160530709,2,5556,1,0,B,
nvim-telescope/telescope-fzf-native.nvim,356381754,20,5069,1,0,B,
nvlabs/gr00t-wholebodycontrol,1090093771,3,4400,1,0,C,
nvlabs/nvdiffrast,309488075,4,4694,1,0,C,
nvlabs/tiny-cuda-nn,358678977,32,7579,1,0,B,
nvpro-samples/vk_mini_path_tracer,321495059,4,3717,1,0,C,
nvpro-samples/vk_raytracing_tutorial_khr,251647550,12,4459,1,0,C,
nyamisty/altserver-linux,397470002,1,10000,1,0,A,
nyanmisaka/ffmpeg-rockchip,736404727,3,7150,1,0,B,
nytrorst/shellcodecompiler,71912916,1,10000,1,0,A,
o-gs/dji-firmware-tools,64874678,16,9190,1,0,A,
o0o0o0o0o0o0o/image-processing-from-scratch,173010773,1,10000,1,0,A,
o3de/o3de,354743391,100,232,17,0,D,
oaid/tengine,115765590,69,977,6,0,D,
oaid/tenginekit,275761687,3,3549,2,0,C,
oatpp/oatpp,124976393,49,2455,2,0,D,
obko/stm32-cmake,3405324,19,1446,3,0,D,
oblitum/interception,3001930,1,10000,1,0,A,
obsproject/obs-studio,13233158,67,622,6,0,D,
obsproject/obs-websocket,70434365,36,6785,1,0,B,
oceanbase/miniob,416144775,71,3057,1,0,C,
oceanbase/oceanbase,372536760,100,121,34,0,D,
oceanbase/seekdb,1080442728,34,1987,2,0,D,
oclint/oclint,7159640,1,10000,1,0,A,
ocornut/imgui,22067521,69,8299,1,0,A,
ocornut/imgui_club,100580599,11,5151,1,0,B,
octalmage/robotjs,23515024,2,5000,1,0,B,
octomap/octomap,7222017,26,1473,3,0,D,
odriverobotics/odrive,57061619,20,2492,2,0,D,
odygrd/quill,234192998,40,7883,1,0,B,
oerg866/win98-quickinstall,585928720,2,9929,1,0,A,
oetiker/rrdtool-1.x,5761553,30,1474,2,0,D,
official-pikafish/pikafish,518502302,64,1047,4,0,D,
official-stockfish/stockfish,20976138,70,538,6,0,D,
ogrecave/ogre,47069819,35,7963,1,0,B,
ogrecave/ogre-next,205727113,22,5630,1,0,B,
oguzhaninan/stacer,72979287,10,1300,3,0,D,
ohf-voice/piper1-gpl,956792596,5,9454,1,0,A,
ohler55/oj,3468618,49,2956,2,0,C,
ohpe/juicy-potato,142582717,1,10000,1,0,A,
oisf/suricata,5410234,46,1947,2,0,D,
okbob/pspg,96926243,12,9419,1,0,A,
olikraus/u8g2,45703884,47,7715,1,0,B,
olikraus/u8glib,37884073,2,5556,1,0,B,
olimex/olinuxino,3660697,4,7468,1,0,B,
olive-editor/olive,115342681,34,7577,1,0,B,
omnigres/omnigres,582451639,28,8526,1,0,A,
omote-community/omote-firmware,655304519,14,4886,1,0,C,
ompl/ompl,19983886,62,1254,3,0,D,
oneapi-src/oneapi-samples,267223745,94,542,11,0,D,
oneflow-inc/oneflow,81634683,83,1206,5,0,D,
onelonecoder/javidx9,87113049,1,10000,1,0,A,
onelonecoder/olcnes,204157925,1,10000,1,0,A,
onelonecoder/olcpixelgameengine,147106288,5,6219,1,0,B,
onemoregres/screentranslator,16645559,1,10000,1,0,A,
onetrueawk/awk,7287136,9,3699,1,0,C,
onionui/onion,505613691,90,2064,2,0,D,
onlytailei/cpprobotics,178146605,2,5556,1,0,B,
onnx/onnx-tensorrt,131630299,13,5736,1,0,B,
onnxsim/onnxsim,178837505,14,6934,1,0,B,
op-tee/optee_os,20193261,82,1013,4,0,D,
opa334/dopamine,595813523,27,5902,1,0,B,
open-cascade-sas/occt,247737613,36,3079,2,0,C,
open-license-manager/licensecc,18728460,3,8496,1,0,A,
open-mpi/ompi,24107001,56,767,5,0,D,
open-quantum-safe/liboqs,65514205,70,979,4,0,D,
open-sdr/openwifi,220449772,17,8531,1,0,A,
open-smartwatch/open-smartwatch-os,290614151,37,3027,2,0,C,
open-source-parsers/jsoncpp,21530861,34,2525,2,0,C,
open-telemetry/opentelemetry-cpp,193156399,84,1206,3,0,D,
open-watcom/open-watcom-v2,5390641,27,9538,1,0,A,
open5gs/open5gs,80611216,78,4514,1,0,C,
open62541/open62541,15333809,65,5661,1,0,B,
openai/procgen,223296408,5,5781,1,0,B,
openai/retro,120541397,2,5000,1,0,B,
openappsec/openappsec,557959507,19,3299,2,0,C,
openbabel/openbabel,96813,29,922,4,0,D,
openblack/openblack,117585488,10,6197,1,0,B,
openboard-org/openboard,44120512,25,4396,1,0,C,
openboardview/openboardview,59042239,17,6717,1,0,B,
openbsd/src,66966208,73,920,4,0,D,
opencpn/opencpn,498850,45,4080,1,0,C,
openctp/openctp,393442632,2,9535,1,0,A,
opencurve/curve,276365255,72,747,5,0,D,
opencv/opencv,5108051,51,2103,2,0,D,
opencv/opencv_contrib,12756992,36,872,5,0,D,
opendds/opendds,30720952,33,1452,3,0,D,
opendriver2/redriver2,309615063,4,9832,1,0,A,
opendune/opendune,6982043,4,6621,1,0,B,
openenclave/openenclave,101804230,41,1202,3,0,D,
openepaperlink/openepaperlink,573906622,43,1949,2,0,D,
openethercatsociety/soem,24089154,25,4199,1,0,C,
openfheorg/openfhe-development,466273132,40,1864,2,0,D,
openframeworks/openframeworks,345337,21,2085,2,0,D,
opengene/fastp,108945912,23,5878,1,0,B,
opengenus/cosmos,103749180,6,6822,1,0,B,
opengisch/qfield,27185284,25,4328,1,0,C,
opengl-tutorials/ogl,36581434,3,3750,1,0,C,
openhd/openhd,161053237,22,6463,1,0,B,
openhmd/openhmd,10067225,6,1875,2,0,D,
openidc/mod_auth_openidc,18187508,18,8987,1,0,A,
openintelwireless/intelbluetoothfirmware,222192366,4,6833,1,0,B,
openintelwireless/itlwm,241659610,5,9524,1,0,A,
openipc/firmware,357631421,84,1857,2,0,D,
openjdk/jfx,185199202,55,2038,2,0,D,
openkinect/libfreenect,1073722,4,6886,1,0,B,
openloco/openloco,116523281,63,2548,2,0,C,
openmathlib/openblas,1286805,67,6817,1,0,B,
openmm/openmm,10178188,58,4389,1,0,C,
openmv/openmv,14360940,36,5638,1,0,B,
openmvg/openmvg,8096326,37,3543,1,0,C,
openmw/openmw,285722,40,1296,3,0,D,
opennjet/opennjet,780729723,6,5436,1,0,B,
opennmt/ctranslate2,210299376,52,7379,1,0,B,
openocd-org/openocd,1983660,44,2169,2,0,D,
openprinting/cups,292664437,67,3688,1,0,C,
openrazer/openrazer,45838272,70,4658,1,0,C,
openrc/openrc,9421615,57,1786,2,0,D,
openrct2/openrct2,18348651,47,1238,3,0,D,
openresty/echo-nginx-module,318905,3,4400,1,0,C,
openresty/headers-more-nginx-module,374483,10,2899,1,0,C,
openresty/lua-nginx-module,613829,60,2058,2,0,D,
openresty/luajit2,14096125,13,1717,3,0,D,
openresty/openresty,480080,20,3462,2,0,C,
opensc/opensc,1999692,53,1910,2,0,D,
openscad/openscad,1049088,48,1787,2,0,D,
openscenegraph/openscenegraph,541109,7,5460,1,0,B,
openshot/libopenshot,31920792,13,4373,1,0,C,
openshwprojects/openbk7231t_app,454138964,93,5645,1,0,B,
opensips/opensips,9957772,49,1567,3,0,D,
openssh/openssh-portable,15991457,67,4429,2,0,C,
openssl/openssl,7634677,73,854,4,0,D,
openstarbound/openstarbound,656000832,34,4476,1,0,C,
openstickcommunity/gp2040-ce,574595300,92,963,4,0,D,
opensuse/snapper,4086360,45,4122,1,0,C,
openthread/openthread,55808787,74,2356,2,0,D,
opentoonz/opentoonz,54221232,40,1682,2,0,D,
opentrack/opentrack,9753283,29,6497,1,0,B,
openttd/openttd,128430621,77,1787,2,0,D,
opentx/opentx,14794708,26,4681,1,0,C,
openucx/ucx,25379390,63,2713,2,0,C,
openvenues/libpostal,31570906,29,2184,2,0,D,
openvinotoolkit/openvino,153097643,99,212,21,0,D,
openvpn/openvpn,4151993,51,1616,2,0,D,
openvpn/openvpn-gui,31415638,22,3346,1,0,C,
openvpn/openvpn3,68343749,19,1275,3,0,D,
openvr-advanced-settings/openvr-advancedsettings,125236739,10,3319,1,0,C,
openvswitch/ovs,18383364,51,1288,4,0,D,
openwall/john,2997204,35,3328,2,0,C,
openwebf/webf,515519356,41,3307,1,0,C,
openwrt/openwrt,45821540,85,389,9,0,D,
openxcom/openxcom,1334924,11,3440,1,0,C,
openxla/xla,523007292,96,575,9,0,D,
openxray/xray-16,23690226,53,6476,1,0,B,
openzfs/zfs,437011,66,1056,3,0,D,
openzfsonwindows/zfsin,85033083,4,3438,1,0,C,
optiboot/optiboot,32204117,8,4075,1,0,C,
oracle/bpftune,638533777,9,9361,1,0,A,
oracle/graaljs,129883659,76,848,5,0,D,
orangeduck/cello,5100623,1,10000,1,0,A,
orangeduck/corange,1697403,2,5000,1,0,B,
orangeduck/mpc,13122868,7,2803,2,0,C,
orangeduck/tgc,56610280,2,5000,1,0,B,
orbitersim/orbiter,389952943,27,2024,2,0,D,
orcaslicer/orcaslicer,514553345,97,549,8,0,D,
organicmaps/organicmaps,324829379,58,1192,3,0,D,
originq/qpanda-2,136144680,3,6480,1,0,B,
orioledb/orioledb,432844875,34,3045,2,0,C,
orlp/pdqsort,31180321,1,10000,1,0,A,
orx/orx,39714458,11,8221,1,0,A,
osgeo/gdal,6148317,74,7645,1,0,B,
osgeo/grass,187247007,74,697,5,0,D,
osgeo/proj,36057261,59,4927,1,0,C,
osm2pgsql-dev/osm2pgsql,641729,15,6848,1,0,B,
osmc/osmc,20389482,16,4649,1,0,C,
osqp/osqp,69313892,15,4126,1,0,C,
osquery/osquery,22394357,39,1552,3,0,D,
ossec/ossec-hids,12901559,8,2741,2,0,C,
ossia/score,13586541,22,9600,1,0,A,
ossrs/srs,34777562,65,5410,1,0,B,
ostreedev/ostree,4614541,49,3363,1,0,C,
otland/forgottenserver,11081909,57,858,4,0,D,
otterbrowser/otter-browser,10487363,6,9848,1,0,A,
otya128/winevdm,42936049,8,5774,1,0,B,
outflanknl/c2-tool-collection,484448668,2,8628,1,0,A,
outflanknl/dumpert,192397590,1,10000,1,0,A,
outfoxxed/hy3,625666619,32,6888,1,0,B,
overload-technologies/overload,191771083,12,6279,1,0,B,
overthewireorg/overthewire-website,6631348,13,3189,1,0,C,
overv/vramfs,26083608,2,6250,1,0,B,
overv/vulkantutorial,31612175,52,1337,3,0,D,
owasp-modsecurity/modsecurity,1320594,41,1945,2,0,D,
owncloud/client,5550623,30,3663,1,0,C,
owntone/owntone-server,10263553,30,3937,2,0,C,
owntracks/recorder,40709337,17,5807,1,0,B,
oxen-io/lokinet,137728328,17,3085,2,0,C,
oxters168/pluvia,868277149,8,5035,1,0,B,
p-gen/smenu,69188189,2,9951,1,0,A,
p-h-c/phc-winner-argon2,43629790,1,10000,1,0,A,
p-p-h-d/mlib,82404078,5,9887,1,0,A,
p-ranav/argparse,178617839,43,1928,2,0,D,
p-ranav/indicators,225650140,14,1680,2,0,D,
p-ranav/tabulate,229167004,10,1538,3,0,D,
p12tic/libsimdpp,9942292,4,9105,1,0,A,
p2r3/bareiron,1036356884,19,8328,1,0,A,
p403n1x87/austin,149680486,10,9373,1,0,A,
pac-ac/osakaos,663692013,1,10000,1,0,A,
paceholder/nodeeditor,55835846,28,4627,1,0,C,
packtpublishing/3d-graphics-rendering-cookbook,226800175,12,5689,1,0,B,
paddlepaddle/paddle,65711522,76,308,15,0,D,
paddlepaddle/paddle-lite,104208128,66,421,9,0,D,
pafuhana1213/kawaiiphysics,194710038,7,9254,1,0,A,
palera1n/palera1n,537803484,18,5461,1,0,B,
pancaketas/lsfg-vk,1010058075,8,9405,1,0,A,
panda-re/panda,12330872,13,2142,2,0,D,
panda3d/panda3d,13212165,47,8405,1,0,A,
pandax381/microps,8213863,5,8707,1,0,A,
panosk92/spartanengine,61415047,25,9214,1,0,A,
pantor/inja,100109300,29,5593,1,0,B,
pantor/ruckig,323057911,15,8925,1,0,A,
paolo-projects/auto-unlocker,215374692,3,5035,1,0,B,
paparazzi/paparazzi,1068018,27,1688,3,0,D,
parallel101/course,437040154,3,9444,1,0,A,
pardcode/cpp-3d-game-tutorial-series,161335349,1,10000,1,0,A,
paroj/gltut,48700835,9,2500,2,0,C,
particle-iot/device-os,8720130,20,1905,2,0,D,
pascallanger/diy-multiprotocol-tx-module,48688694,22,7317,1,0,B,
patjak/facetimehd,18079703,6,2397,2,0,D,
patrikhuber/eos,30600653,2,9404,1,0,A,
pauldreik/rdfind,126820622,11,1923,2,0,D,
paullouisageneau/libdatachannel,199076632,83,5642,1,0,B,
paulstoffregen/audio,15644096,12,3183,1,0,C,
paulstoffregen/time,23716898,1,10000,1,0,A,
pavel-odintsov/fastnetmon,13674972,15,9745,1,0,A,
pawelsalawa/sqlitestudio,117119718,19,9497,1,0,A,
pbatard/libwdi,4975854,6,7293,1,0,B,
pbatard/rufus,2810292,53,6824,1,0,B,
pbek/qownnotes,27436491,52,8529,1,0,A,
pcre2project/pcre2,398251321,59,2336,2,0,D,
pcsx2/pcsx2,15379620,61,1110,4,0,D,
pdal/pdal,2234863,58,2358,2,0,D,
pegasustrader/pandoratrader,163933412,2,9730,1,0,A,
pelicanmapping/osgearth,901277,23,5646,1,0,B,
pellepl/spiffs,11692821,4,2800,2,0,C,
pelya/android-keyboard-gadget,15238068,1,10000,1,0,A,
pencil2d/pencil,10978577,20,2136,2,0,D,
peng-zhihui/dummy-robot,414577657,1,10000,1,0,A,
peng-zhihui/electronbot,468685658,6,2465,2,0,D,
peng-zhihui/helloword-keyboard,519467582,3,3889,1,0,C,
peng-zhihui/holocubic,327491895,2,5000,1,0,B,
peng-zhihui/peak,415492224,1,10000,1,0,A,
percona/percona-server,30753733,64,417,9,0,D,
percona/percona-xtrabackup,30753970,70,450,8,0,D,
perfare/zygisk-il2cppdumper,277009364,3,8692,1,0,A,
performanc/rezygisk,815588503,46,2625,2,0,C,
performancecopilot/pcp,23028937,43,3627,1,0,C,
perspective-dev/perspective,109291007,46,4556,1,0,C,
peterbraden/node-opencv,3180884,1,10000,1,0,A,
petoicamp/opencat-old,124574483,1,10000,1,0,A,
petoicamp/opencat-quadruped-robot,326441188,17,6401,1,0,B,
pganalyze/libpg_query,40395126,35,3402,2,0,C,
pgaudit/pgaudit,38329989,19,4522,1,0,C,
pgbackrest/pgbackrest,14313288,40,7838,1,0,B,
pgbouncer/pgbouncer,646423,66,2035,2,0,D,
pgrouting/pgrouting,1050245,52,5949,1,0,B,
pgvector/pgvector,359952601,22,9368,1,0,A,
philippe44/airconnect,99628750,6,9558,1,0,A,
philj56/tofi,425324233,13,8962,1,0,A,
phoboslab/high_impact,837892202,2,6676,1,0,B,
phoboslab/qoi,431433455,91,1691,4,0,D,
php-ds/ext-ds,50824235,11,2018,2,0,D,
php/php-src,1903522,56,785,5,0,D,
phpredis/phpredis,1482997,60,3495,1,0,C,
phpv8/v8js,4160039,10,4060,1,0,C,
phra/pezor,281637859,3,9449,1,0,A,
phusion/passenger,5625,21,6672,1,0,B,
phz76/rtspserver,122894478,3,5283,1,0,B,
pi-hole/ftl,80716356,71,5515,1,0,B,
pichenettes/eurorack,12383220,6,1837,3,0,D,
pico-coder/sigrok-pico,456351764,6,7741,1,0,B,
picolibc/picolibc,185100624,93,2961,1,0,C,
picotorrent/picotorrent,38457549,37,651,6,0,D,
pierotofy/opensplat,747402960,22,3707,1,0,C,
pikastech/pikapython,391833866,62,8950,1,0,A,
pikvm/ustreamer,148779989,36,8439,1,0,A,
pimoroni/pimoroni-pico,329933755,99,2694,2,0,C,
pingcap/tiflash,167499157,85,600,6,0,D,
pingostack/pingos,215240897,1,10000,1,0,A,
pioneerspacesim/pioneer,1593053,34,2973,1,0,C,
pipewire/pipewire,92733703,89,3799,1,0,C,
pisa-engine/pisa,150449350,6,7032,1,0,B,
pistacheio/pistache,40620758,34,3627,1,0,C,
pit-ray/win-vind,259406841,4,9939,1,0,A,
pithikos/c-thread-pool,2715110,6,3817,2,0,C,
pixaranimationstudios/opensubdiv,4119458,12,4541,1,0,C,
pixaranimationstudios/openusd,58168143,83,659,6,0,D,
pixie-io/pixie,243394576,75,1257,4,0,D,
pixlone/logiops,196057802,20,6423,1,0,B,
pixpark/gpupixel,508234417,15,2770,2,0,C,
pjlab-adg/sensorscalibration,436532699,8,6302,1,0,B,
pjreddie/darknet,18666758,2,7812,1,0,B,
pjsip/pjproject,50272879,77,1937,2,0,D,
pkroma/processhacker,8270576,50,5302,1,0,B,
planck-repl/planck,39191344,3,7927,1,0,B,
plasma-umass/coz,14625168,14,4535,1,0,C,
plasma-umass/mesh,41697180,7,5950,1,0,B,
plctlab/riscv-operating-system-mooc,350201349,3,8554,1,0,A,
plibither8/2048.cpp,127719331,2,7222,1,0,B,
ploopyco/headphones,590532876,2,6171,1,0,B,
plugdata-team/plugdata,432598139,20,7273,1,0,B,
plummerssoftwarellc/primes,350557349,99,956,6,0,D,
plv8/plv8,32193707,17,5443,1,0,B,
pmacct/pmacct,47927525,32,5627,1,0,B,
pmp-library/pmp-library,105374301,16,7586,1,0,B,
pmq20/node-packer,70484217,1,10000,1,0,A,
pmq20/ruby-packer,77536425,1,10000,1,0,A,
pmret/papermario,287151133,73,1880,2,0,D,
pmwkaa/sophia,12843155,1,10000,1,0,A,
pnedev/compareplus,50095301,6,9456,1,0,A,
pnggroup/libpng,3768025,51,4838,1,0,C,
pocketpy/pocketpy,562353733,41,8927,1,0,A,
pocl/pocl,12292999,48,3788,1,0,C,
pocoproject/poco,6376337,60,2640,2,0,C,
pointcloudlibrary/pcl,8162615,24,3754,1,0,C,
polhenarejos/pico-fido,531127925,3,9921,1,0,A,
polybar/polybar,59212953,65,6326,1,0,B,
polymc/polymc,439448087,77,876,4,0,D,
ponchio/untrunc,10108342,8,7539,1,0,B,
portapack-mayhem/mayhem-firmware,251043704,63,817,5,0,D,
portaudio/portaudio,298133717,56,1072,4,0,D,
poselib/poselib,236951017,25,1134,4,0,D,
positive-security/send-my,366715028,2,6800,1,0,B,
postgres/postgres,927442,76,820,5,0,D,
posva/catimg,10304181,3,3333,2,0,C,
pothosware/soapysdr,24799629,15,2309,2,0,D,
powerdns/pdns,9693534,63,2069,2,0,D,
ppogg/yolov5-lite,396828995,2,9132,1,0,A,
ppwwyyxx/openpano,9639042,4,3878,1,0,C,
pq-crystals/kyber,93712960,6,5536,1,0,B,
pqrs-org/karabiner-elements,63037806,16,9843,1,0,A,
praat/praat.github.io,18684635,8,5796,1,0,B,
prabhuomkar/pytorch-cpp,219796516,3,5247,1,0,B,
pramsey/pgsql-http,4069172,9,6056,1,0,B,
praydog/reframework,168555392,39,7829,1,0,B,
praydog/uevr,531307134,10,9691,1,0,A,
prbonn/depth_clustering,74360474,1,10000,1,0,A,
prbonn/kiss-icp,536134468,50,2686,2,0,C,
premake/premake-core,32634405,38,1142,3,0,D,
pret/pokeemerald,43677244,67,2697,1,0,C,
pret/pokefirered,115841713,38,2465,2,0,D,
priesiamioshirakana/dragonianvoice,521793682,2,9765,1,0,A,
prismlauncher/prismlauncher,553135896,85,1160,3,0,D,
priyansh19077/cp-templates,273504746,1,10000,1,0,A,
probonopd/linuxdeployqt,67432158,14,3837,1,0,C,
probonopd/minidexed,455922808,14,5423,1,0,B,
profanity-im/profanity,3330745,45,3313,1,0,C,
profi200/open_agb_firm,256044470,8,6584,1,0,B,
project-chip/connectedhomeip,244694174,97,574,7,0,D,
project-osrm/osrm-backend,2436255,36,2264,2,0,D,
project64/project64,26941088,56,4855,1,0,C,
projectborealis/pbcharactermovement,188458872,4,6296,1,0,B,
projectchrono/chrono,12567717,59,3899,1,0,C,
projectm-visualizer/projectm,12046604,33,4047,1,0,C,
projectphysx/fluidx3d,521191759,1,10000,1,0,A,
promyloph/pianobar,23892,4,7648,1,0,B,
proot-me/proot,1147698,9,3308,2,0,C,
protobuf-c/protobuf-c,14440211,20,4163,1,0,C,
protocolbuffers/protobuf,23357588,68,1269,3,0,D,
provenance-emu/provenance,12416862,21,7926,1,0,B,
proxmark/proxmark3,17812037,2,7551,1,0,B,
prusa3d/prusa-firmware,52171557,36,2264,2,0,D,
prusa3d/prusa-firmware-buddy,229072307,73,698,5,0,D,
prusa3d/prusaslicer,52882701,58,1157,4,0,D,
ps2dev/ps2sdk,891947,34,3816,1,0,C,
ps2homebrew/open-ps2-loader,70989832,38,1307,3,0,D,
pschatzmann/arduino-audio-tools,362356367,57,9263,1,0,A,
pschatzmann/esp32-a2dp,250600247,29,7921,1,0,B,
psi4/psi4,9174469,50,1967,2,0,D,
psp-archive/ark-4,328409372,40,5381,1,0,B,
pspdev/pspsdk,1255327,44,1366,3,0,D,
psycopg/psycopg2,7730829,32,6381,1,0,B,
ptitseb/box64,317493442,90,5882,1,0,B,
ptitseb/box86,164844546,58,7371,1,0,B,
ptrkrysik/gr-gsm,17038637,2,5918,1,0,B,
ptt/pttbbs,25675279,8,3590,2,0,C,
pufferai/pufferlib,537666394,37,4081,1,0,C,
pure-data/pure-data,23065862,54,2111,2,0,D,
puredarwin/puredarwin,27672462,7,8514,1,0,A,
purplei2p/i2pd,12522239,36,5948,1,0,B,
pwmt/zathura,14088804,47,4485,1,0,C,
px4/px4-autopilot,5298790,62,784,5,0,D,
pybind/pybind11,38581626,69,2036,2,0,D,
pygame-community/pygame-ce,599520499,97,1089,3,0,D,
pygame/pygame,86245815,44,1958,2,0,D,
pymumu/smartdns,130578889,36,8594,1,0,A,
python-greenlet/greenlet,3003137,34,7243,1,0,B,
pytorch/cpuinfo,83772175,60,665,6,0,D,
pytorch/fbgemm,150154628,100,807,5,0,D,
pytorch/gloo,80786957,44,1410,3,0,D,
pytorch/xla,156293205,93,607,7,0,D,
