repo,repo_id,valid_repo,user,user_id,user_type,license,is_oss,is_eol,host,repo_url,repo_owner,repo_owner_url,repo_owner_type,tm_owner,tm_owner_type,eligibility
sval-rs/sval,157205610,True,sval-rs,45644934,Organization,Apache-2.0,True,False,,,,,,,,True
swc-project/swc,115110181,True,swc-project,26715726,Organization,Apache-2.0,True,False,,https://swc.rs,swc,https://swc.rs,,,,True
sybrenstuvel/python-rsa,50107469,True,sybrenstuvel,1092128,User,NOASSERTION,False,False,,https://stuvel.eu/rsa,Sybren A. Stüvel,https://stuvel.eu/,,,,False
syntax-tree/unist-util-is,41795086,True,syntax-tree,24633385,Organization,MIT,True,False,,https://unifiedjs.com,,https://unifiedjs.com,,,,True
systemd/systemd,32873313,True,systemd,1918868,Organization,GPL-2.0,True,False,,https://systemd.io,systemd,https://systemd.io,,,,True
taiki-e/pin-project,164668916,True,taiki-e,43724913,User,Apache-2.0,True,False,,https://docs.rs/pin-project,Taiki Endo,,,,,True
taiki-e/pin-project-lite,216847853,True,taiki-e,43724913,User,Apache-2.0,True,False,,https://docs.rs/pin-project-lite,Taiki Endo,,,,,True
taiki-e/portable-atomic,448365131,True,taiki-e,43724913,User,Apache-2.0,True,False,,https://docs.rs/portable-atomic,Taiki Endo,,,,,True
tapjs/signal-exit,35711072,True,tapjs,16528145,Organization,BlueOak-1.0.0,True,False,,,TAP in JavaScript,,,,,True
tapjs/stack-utils,48974178,True,tapjs,16528145,Organization,MIT,True,False,,https://www.npmjs.com/package/stack-utils,TAP in JavaScript,,,,,True
tartley/colorama,18892209,True,tartley,137979,User,BSD-3-Clause,True,False,,,Jonathan Hartley,https://www.tartley.com,,,,True
teambition/merge2,25396227,True,teambition,1983116,Organization,MIT,True,False,,,Teambition,https://www.teambition.com,,,,True
teddriggs/darling,89984100,True,TedDriggs,4805575,User,MIT,True,False,,,Ted Driggs,,,,,True
tehshrike/deepmerge,3276413,True,TehShrike,1141869,User,MIT,True,False,,,Josh Duff,https://joshduff.com,,,,True
tensorflow/tensorboard,91379993,True,tensorflow,15658638,Organization,Apache-2.0,True,False,,,,http://www.tensorflow.org,,,,True
terkelg/sisteransi,122441239,True,terkelg,2302254,User,MIT,True,False,,,Terkel,https://terkel.com,,,,True
terser/terser,29097127,True,terser,43502240,Organization,NOASSERTION,False,False,,https://terser.org,terser,https://terser.org,,,,False
textualize/rich,220809393,True,Textualize,93378883,Organization,MIT,True,False,,https://rich.readthedocs.io/en/latest/,Textualize,https://www.textualize.io,,,,True
theskumar/python-dotenv,23727790,True,theskumar,236356,User,BSD-3-Clause,True,False,,https://saurabh-kumar.com/python-dotenv/,Saurabh Kumar,https://saurabh-kumar.com,,,,True
thkukuk/rpcsvc-proto,55140533,True,thkukuk,5908016,User,NOASSERTION,False,False,,,Thorsten Kukuk,,,,,False
thlorenz/convert-source-map,8751561,True,thlorenz,192891,User,MIT,True,False,,,Thorsten Lorenz,https://www.twitch.tv/thlorenz,,,,True
thlorenz/deep-is,9345558,True,thlorenz,192891,User,NOASSERTION,False,False,,,Thorsten Lorenz,https://www.twitch.tv/thlorenz,,,,False
tim-kos/node-retry,1738798,True,tim-kos,15005,User,NOASSERTION,False,False,,,Tim Koschuetzki,http://transloadit.com,,,,False
time-rs/time,26459635,True,time-rs,55999857,Organization,Apache-2.0,True,False,,https://time-rs.github.io,Time,https://time-rs.github.io,,,,True
tj/commander.js,2206953,True,tj,25254,User,MIT,True,False,,,TJ,,,,,True
tj/node-cookie-signature,6229722,True,tj,25254,User,MIT,True,False,,,TJ,,,,,True
tkem/cachetools,18006791,True,tkem,2833077,User,MIT,True,False,,,Thomas Kemmer,,,,,True
tokio-rs/bytes,30062547,True,tokio-rs,20248544,Organization,MIT,True,False,,,Tokio,,,,,True
tokio-rs/loom,161875917,True,tokio-rs,20248544,Organization,MIT,True,False,,,Tokio,,,,,True
tokio-rs/prost,94262864,True,tokio-rs,20248544,Organization,Apache-2.0,True,False,,,Tokio,,,,,True
tokio-rs/slab,37093133,True,tokio-rs,20248544,Organization,MIT,True,False,,,Tokio,,,,,True
tokio-rs/tokio,67836789,True,tokio-rs,20248544,Organization,MIT,True,False,,https://tokio.rs,Tokio,,,,,True
tokio-rs/tracing,165289175,True,tokio-rs,20248544,Organization,MIT,True,False,,https://tracing.rs,Tokio,,,,,True
toml-rs/toml,95902102,True,toml-rs,114176723,Organization,Apache-2.0,True,False,,https://docs.rs/toml,,,,,,True
tootallnate/proxy-agents,11293703,True,TooTallNate,71256,User,,False,False,,https://proxy-agents.n8.io,Nathan Rajlich,https://n8.io,,,,False
tootallnate/util-deprecate,19321056,True,TooTallNate,71256,User,MIT,True,False,,,Nathan Rajlich,https://n8.io,,,,True
tornadoweb/tornado,301742,True,tornadoweb,7468980,Organization,Apache-2.0,True,False,,http://www.tornadoweb.org/,,,,,,True
tower-rs/tower,98244646,True,tower-rs,26263939,Organization,MIT,True,False,,https://docs.rs/tower,Tower,https://tokio.rs/#tk-lib-tower,,,,True
tox-dev/platformdirs,367032142,True,tox-dev,20345659,Organization,MIT,True,False,,https://platformdirs.readthedocs.io,tox development team,https://tox.wiki,,,,True
tqdm/tqdm,36804486,True,tqdm,12731565,Organization,NOASSERTION,False,False,,https://tqdm.github.io,tqdm developers,,,,,False
tritondatacenter/node-assert-plus,4767976,True,TritonDataCenter,100366084,Organization,MIT,True,False,,,Triton Data Center,https://tritondatacenter.com/,,,,True
tritondatacenter/node-extsprintf,4058064,True,TritonDataCenter,100366084,Organization,MIT,True,False,,,Triton Data Center,https://tritondatacenter.com/,,,,True
troygoode/node-require-directory,3053807,True,troygoode,72844,User,MIT,True,False,,,Troy Goode,https://www.courier.com,,,,True
trysound/postcss-value-parser,40920306,True,TrySound,5635476,User,MIT,True,False,,,Bogdan Chadkin,trysound.io,,,,True
tsconfig/bases,263697285,True,tsconfig,65304946,Organization,MIT,True,False,,,TSC Base,,,,,True
tukaani-project/xz,553665726,True,tukaani-project,116083088,Organization,NOASSERTION,False,False,,https://tukaani.org/xz/,Tukaani,https://tukaani.org,,,,False
typescript-eslint/typescript-eslint,165536154,True,typescript-eslint,46634674,Organization,MIT,True,False,,https://typescript-eslint.io,typescript-eslint,https://typescript-eslint.io,,,,True
unicode-org/icu,49244766,True,unicode-org,13873561,Organization,NOASSERTION,False,False,,https://icu.unicode.org/,The Unicode Consortium,https://www.unicode.org/,,,,False
unicode-org/icu4x,243395141,True,unicode-org,13873561,Organization,NOASSERTION,False,False,,https://icu4x.unicode.org,The Unicode Consortium,https://www.unicode.org/,,,,False
unicode-rs/unicode-xid,34637906,True,unicode-rs,11933128,Organization,NOASSERTION,False,False,,,,http://unicode-rs.github.io/,,,,False
unshiftio/requires-port,26316179,True,unshiftio,9197124,Organization,MIT,True,False,,,,http://unshift.io,,,,True
uqfoundation/dill,11031844,True,uqfoundation,2855931,Organization,NOASSERTION,False,False,,http://dill.rtfd.io,The UQ Foundation,http://uqfoundation.org,,,,False
urllib3/urllib3,2410676,True,urllib3,26825299,Organization,MIT,True,False,,https://urllib3.readthedocs.io,urllib3,https://urllib3.readthedocs.io,,,,True
util-linux/util-linux,2339555,True,util-linux,93589837,Organization,GPL-2.0,True,False,,http://en.wikipedia.org/wiki/Util-linux,,en.wikipedia.org/wiki/util-linux,,,,True
uuidjs/uuid,1203139,True,uuidjs,59565269,Organization,MIT,True,False,,,UUID JavaScript Module,,,,,True
vercel/ai,644461337,True,vercel,14985020,Organization,NOASSERTION,False,False,,https://ai-sdk.dev,Vercel,https://vercel.com,,,,False
vercel/ms,3655872,True,vercel,14985020,Organization,MIT,True,False,,https://npmjs.com/ms,Vercel,https://vercel.com,,,,True
visionmedia/bytes.js,4626886,True,visionmedia,9285252,Organization,MIT,True,False,,,Sloth,,,,,True
visionmedia/node-cookie-signature,6229722,True,tj,25254,User,MIT,True,False,,,TJ,,,,,True
vitest-dev/vitest,434708679,True,vitest-dev,95747107,Organization,MIT,True,False,,https://vitest.dev,Vitest,https://vitest.dev,,,,True
vorner/signal-hook,137260008,True,vorner,11783500,User,Apache-2.0,True,False,,,Michal 'vorner' Vaner,https://vorner.github.io,,,,True
vuejs/core,137078487,True,vuejs,6128107,Organization,MIT,True,False,,https://vuejs.org/,Vue,https://vuejs.org,,,,True
wasm-bindgen/wasm-bindgen,114685405,True,wasm-bindgen,220058222,Organization,Apache-2.0,True,False,,https://wasm-bindgen.github.io/wasm-bindgen/,,,,,,True
watson/ci-info,71475907,True,watson,10602,User,MIT,True,False,,,Thomas Watson,https://wa.tson.dk,,,,True
wbond/asn1crypto,36823669,True,wbond,41734,User,MIT,True,False,,,Will Bond,https://wbond.net,,,,True
webpack/enhanced-resolve,5400204,True,webpack,2105791,Organization,MIT,True,False,,,webpack,https://webpack.js.org,,,,True
webpack/loader-utils,6503675,True,webpack,2105791,Organization,MIT,True,False,,,webpack,https://webpack.js.org,,,,True
webpack/schema-utils,80306715,True,webpack,2105791,Organization,MIT,True,False,,,webpack,https://webpack.js.org,,,,True
webpack/tapable,7730086,True,webpack,2105791,Organization,MIT,True,False,,,webpack,https://webpack.js.org,,,,True
webpack/terser-webpack-plugin,143057914,True,webpack,2105791,Organization,MIT,True,False,,,webpack,https://webpack.js.org,,,,True
webpack/watchpack,24119524,True,webpack,2105791,Organization,MIT,True,False,,,webpack,https://webpack.js.org,,,,True
webpack/webpack-sources,48954523,True,webpack,2105791,Organization,MIT,True,False,,,webpack,https://webpack.js.org,,,,True
webreflection/flatted,131121620,True,WebReflection,85749,User,ISC,True,False,,,Andrea Giammarchi,https://medium.com/@WebReflection,,,,True
webreflection/html-escaper,33597730,True,WebReflection,85749,User,MIT,True,False,,,Andrea Giammarchi,https://medium.com/@WebReflection,,,,True
websocket-client/websocket-client,1202362,True,websocket-client,24536015,Organization,Apache-2.0,True,False,,https://websocket-client.readthedocs.io/,,,,,,True
websockets/ws,2744972,True,websockets,10721323,Organization,MIT,True,False,,,WebSockets,,,,,True
wesleytodd/setprototypeof,30301031,True,wesleytodd,1027776,User,ISC,True,False,,,Wes Todd,https://www.wesleytodd.com/,,,,True
whitequark/ipaddr.js,2110585,True,whitequark,54771,User,MIT,True,False,,,Catherine,,,,,True
withoutboats/heck,86326466,True,withoutboats,9063376,User,Apache-2.0,True,False,,,srrrse,without.boats,,,,True
xtuc/webassemblyjs,113006071,True,xtuc,1493671,User,MIT,True,False,,https://webassembly.js.org,Sven Sauleau,https://sauleau.com,,,,True
yahoo/serialize-javascript,24106944,True,yahoo,16574,Organization,NOASSERTION,False,False,,,Yahoo,https://developer.yahoo.com/opensource,,,,False
yaml/libyaml,2699072,True,yaml,69535,Organization,MIT,True,False,,http://pyyaml.org/wiki/LibYAML,The YAML Project,http://yaml.org,,,,True
yaml/pyyaml,2700147,True,yaml,69535,Organization,MIT,True,False,,,The YAML Project,http://yaml.org,,,,True
yargs/cliui,34287546,True,yargs,16504989,Organization,ISC,True,False,,,,http://yargs.js.org/,,,,True
yargs/set-blocking,58830287,True,yargs,16504989,Organization,ISC,True,False,,,,http://yargs.js.org/,,,,True
yargs/y18n,39720886,True,yargs,16504989,Organization,ISC,True,False,,,,http://yargs.js.org/,,,,True
yargs/yargs,14210523,True,yargs,16504989,Organization,MIT,True,False,,https://yargs.js.org/,,http://yargs.js.org/,,,,True
yargs/yargs-parser,50258379,True,yargs,16504989,Organization,ISC,True,False,,http://yargs.js.org/,,http://yargs.js.org/,,,,True
yuzujs/setimmediate,1981208,True,YuzuJS,887683,Organization,MIT,True,False,,,Yuzu (by Barnes & Noble Education),http://bnedloudcloud.com,,,,True
zertosh/loose-envify,41947687,True,zertosh,830952,User,MIT,True,False,,,Andres Suarez,,,,,True
zesterer/spin-rs,21686666,True,zesterer,3268430,User,MIT,True,False,,,Joshua Barretto,https://blog.jsbarretto.com,,,,True
zloirock/core-js,11481338,True,zloirock,2213682,User,MIT,True,False,,https://core-js.io,Denis Pushkarev,http://zloirock.ru,,,,True
