name,shortname,domain,homepage,github_repo,ecosystem,package,repo_url,category,programming_language,description,created,license,fetched_at
Apache Commons BeanUtils,commons-beanutils,commons.apache.org,https://commons.apache.org/beanutils/,,,,https://gitbox.apache.org/repos/asf/commons-beanutils.git,library,J | a | v | a,BeanUtils provides an easy-to-use but flexible wrapper around reflection and introspection.,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons BSF,commons-bsf,commons.apache.org,http://commons.apache.org/bsf/,,,,https://gitbox.apache.org/repos/asf/commons-bsf,library,J | a | v | a,"Bean Scripting Framework (BSF) is a set of Java classes which provides scripting language support within Java applications, and access to Java objects and methods from scripting languages. BSF allows ",2006-01-19,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Chain (Dormant),commons-chain__dormant_,commons.apache.org,http://commons.apache.org/chain/,,,,https://gitbox.apache.org/repos/asf/commons-chain,library,J | a | v | a,An implmentation of the GoF Chain of Responsibility pattern,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons CLI,commons-cli,commons.apache.org,http://commons.apache.org/cli/,,,,https://gitbox.apache.org/repos/asf/commons-cli,library,J | a | v | a,"
    Commons CLI provides a simple API for presenting, proecessing and
    validating a command line interface.
  ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Codec,commons-codec,commons.apache.org,http://commons.apache.org/codec/,,,,https://gitbox.apache.org/repos/asf/commons-codec,library,J | a | v | a,"
   The codec package contains simple encoder and decoders for
   various formats such as Base64 and Hexadecimal.  In addition to these
   widely used encoders and decoders, the codec package also mai",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Collections,commons-collections,commons.apache.org,http://commons.apache.org/collections/,,,,https://gitbox.apache.org/repos/asf/commons-collections,library,J | a | v | a,Types that extend and augment the Java Collections Framework.,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Compress,commons-compress,commons.apache.org,http://commons.apache.org/compress/,,,,https://gitbox.apache.org/repos/asf/commons-compress.git,library,J | a | v | a,"Commons Compress: working with zip, ar, jar, bz2, cpio, tar, gz, dump, pack200, lzma, 7z, arj and xz files.",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Configuration,commons-configuration,commons.apache.org,http://commons.apache.org/configuration/,,,,https://gitbox.apache.org/repos/asf/commons-configuration,library,J | a | v | a,"
      Library to use configuration/preferences of various sources and formats.
    ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Crypto,commons-crypto,commons.apache.org,http://commons.apache.org/crypto/,,,,https://gitbox.apache.org/repos/asf/commons-crypto.git,library,"J | a | v | a | , |   | C",Commons Crypto: a cryptographic library optimized with AES-NI.,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons CSV,commons-csv,commons.apache.org,http://commons.apache.org/csv/,,,,https://gitbox.apache.org/repos/asf/commons-csv.git,library,J | a | v | a,"
        The Apache Commons CSV library provides a simple interface for reading and writing
        CSV files of various types.
    ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Daemon,commons-daemon,commons.apache.org,http://commons.apache.org/daemon/,,,,https://gitbox.apache.org/repos/asf/commons-daemon,library,"J | a | v | a | , |   | C",Commons Daemon,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons DBCP,commons-dbcp,commons.apache.org,http://commons.apache.org/dbcp/,,,,https://gitbox.apache.org/repos/asf/commons-dbcp,library,J | a | v | a,Commons Database Connection Pooling,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons DbUtils,commons-dbutils,commons.apache.org,http://commons.apache.org/dbutils/,,,,https://gitbox.apache.org/repos/asf/commons-dbutils,library,J | a | v | a,A package of Java utility classes for easing JDBC development,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Digester,commons-digester,commons.apache.org,http://commons.apache.org/digester/,,,,https://gitbox.apache.org/repos/asf/commons-digester,library,J | a | v | a,"
    The Digester package lets you configure an XML->Java object mapping module
    which triggers certain actions called rules whenever a particular
    pattern of nested XML elements is recognized.
",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Email,commons-email,commons.apache.org,http://commons.apache.org/email/,,,,https://gitbox.apache.org/repos/asf/commons-email,library,J | a | v | a,"
      Commons-Email aims to provide a API for sending email.
      It is built on top of the Java Mail API, which it aims to simplify.
    ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Exec,commons-exec,commons.apache.org,http://commons.apache.org/exec/,,,,https://gitbox.apache.org/repos/asf/commons-exec,library,J | a | v | a,"
      A library to reliably execute external processes from within the JVM
    ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons FileUpload,commons-fileupload,commons.apache.org,http://commons.apache.org/fileupload/,,,,https://gitbox.apache.org/repos/asf/commons-fileupload,library,J | a | v | a,"
    The FileUpload component provides a simple yet flexible means of adding
    support for multipart file upload functionality to servlets and web
    applications.
  ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Functor (Dormant),commons-functor__dormant_,commons.apache.org,http://commons.apache.org/functor/,,,,https://gitbox.apache.org/repos/asf/commons-functor,library,J | a | v | a,"The Apache Commons Functor library defines common functor and functor-related interfaces,
    implementations, and utilities.",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Geometry,commons-geometry,commons.apache.org,http://commons.apache.org/geometry/,,,,https://gitbox.apache.org/repos/asf?p=commons-geometry.git,library,J | a | v | a,Geometry.,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Imaging,commons-imaging,commons.apache.org,http://commons.apache.org/imaging/,,,,https://gitbox.apache.org/repos/asf/commons-imaging,library,J | a | v | a,"
      The Apache Commons Imaging library
      reads and writes a variety of image formats,
      including fast parsing of image info (size, color space, ICC profile, etc.) and metadata.
      Previ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons IO,commons-io,commons.apache.org,http://commons.apache.org/io/,,,,https://gitbox.apache.org/repos/asf/commons-io,library,J | a | v | a,"
        Commons-IO contains utility classes, stream implementations, file filters, file comparators and endian classes.
  ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons JCI,commons-jci,commons.apache.org,http://commons.apache.org/jci/,,,,https://gitbox.apache.org/repos/asf/commons-jci,library,J | a | v | a,"
        Commons JCI provides a unified interface to any of several Java compilers.
  ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons JCS,commons-jcs,commons.apache.org,http://commons.apache.org/jcs/,,,,https://gitbox.apache.org/repos/asf/commons-jcs.git,library,J | a | v | a,Comprehensive Caching System,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Jelly,commons-jelly,commons.apache.org,http://commons.apache.org/jelly/,,,,https://gitbox.apache.org/repos/asf/commons-jelly,library,J | a | v | a,"Jelly is a Java and XML based scripting engine. Jelly combines the best ideas from JSTL, Velocity, DVSL, Ant and Cocoon all together in a simple yet powerful scripting engine.",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons JEXL,commons-jexl,commons.apache.org,http://commons.apache.org/jexl/,,,,https://gitbox.apache.org/repos/asf/commons-jexl,library,J | a | v | a,Jexl is an implementation of the JSTL Expression Language with extensions.,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons JXPath,commons-jxpath,commons.apache.org,http://commons.apache.org/jxpath/,,,,https://gitbox.apache.org/repos/asf/commons-jxpath,library,J | a | v | a,"A Java-based implementation of XPath 1.0 that, in addition to XML processing, can inspect/modify Java object graphs (the library's explicit purpose) and even mixed Java/XML structures.",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Lang,commons-lang,commons.apache.org,http://commons.apache.org/lang/,,,,https://gitbox.apache.org/repos/asf/commons-lang.git,library,J | a | v | a,"
        Commons Lang, a package of Java utility classes for the
        classes that are in java.lang's hierarchy, or are considered to be so
        standard as to justify existence in java.lang.
  ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Logging,commons-logging,commons.apache.org,http://commons.apache.org/logging/,,,,https://gitbox.apache.org/repos/asf/commons-logging,library,J | a | v | a,"
    Commons Logging is a thin adapter allowing configurable bridging to other,
    well known logging systems.
  ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Math,commons-math,commons.apache.org,http://commons.apache.org/math/,,,,https://gitbox.apache.org/repos/asf/commons-math.git,library,J | a | v | a,"The Math project is a library of lightweight, self-contained mathematics and statistics components addressing the most common practical problems not immediately available in the Java programming langu",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Net,commons-net,commons.apache.org,http://commons.apache.org/net/,,,,https://gitbox.apache.org/repos/asf/commons-net,library,J | a | v | a,"
    Apache Commons Net library contains a collection of network utilities and protocol implementations.
    Supported protocols include: Echo, Finger, FTP, NNTP, NTP, POP3(S), SMTP(S), Telnet, Whois
",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Numbers,commons-numbers,commons.apache.org,http://commons.apache.org/numbers/,,,,https://gitbox.apache.org/repos/asf?p=commons-numbers.git,library,J | a | v | a,Number types and utilities.,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons OGNL (Dormant),commons-ognl__dormant_,commons.apache.org,http://commons.apache.org/ognl/,,,,https://gitbox.apache.org/repos/asf/commons-ognl,library,J | a | v | a,"
    The Apache Commons OGNL library is a Java development framework for Object-Graph Navigation Language,
    plus other extras such as list projection and selection and lambda expressions.
  ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Pool,commons-pool,commons.apache.org,http://commons.apache.org/pool/,,,,https://gitbox.apache.org/repos/asf/commons-pool,library,J | a | v | a,Commons Object Pooling Library,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Proxy (Dormant),commons-proxy__dormant_,commons.apache.org,http://commons.apache.org/proxy/,,,,https://gitbox.apache.org/repos/asf/commons-proxy,library,J | a | v | a,Commons Dynamic Proxy Library,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons RDF,commons-rdf,commons.apache.org,https://commons.apache.org/rdf/,,,,https://gitbox.apache.org/repos/asf/commons-rdf.git,library,J | a | v | a,"provide a type-safe, non-general API that covers RDF 1.1.",,h | t | t | p | s | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0 | . | t | x | t,2026-06-29T23:06:31+00:00
Apache Commons RNG,commons-rng,commons.apache.org,https://commons.apache.org/rng/,,,,https://gitbox.apache.org/repos/asf/commons-rng.git,library,J | a | v | a,Implementations of pseudo-random generators.,,h | t | t | p | s | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0 | . | t | x | t,2026-06-29T23:06:31+00:00
Apache Commons SCXML,commons-scxml,commons.apache.org,http://commons.apache.org/scxml/,,,,https://gitbox.apache.org/repos/asf/commons-scxml.git,library,J | a | v | a,"
     An implementation of the State Chart XML specification aimed at creating
     and maintaining a Java SCXML engine. It is capable of executing an environment
     agnostic state machine defined u",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Statistics,commons-statistics,commons.apache.org,http://commons.apache.org/statistics/,,,,https://gitbox.apache.org/repos/asf/commons-statistics.git,library,J | a | v | a,Statistics.,,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Text,commons-text,commons.apache.org,http://commons.apache.org/text/,,,,https://gitbox.apache.org/repos/asf/commons-text.git,library,J | a | v | a,"
        Apache Commons Text is a library focused on algorithms working on strings.
    ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Validator,commons-validator,commons.apache.org,http://commons.apache.org/validator/,,,,https://gitbox.apache.org/repos/asf/commons-validator,library,J | a | v | a,"
    Commons Validator provides the building blocks for both client side validation
    and server side data validation. It may be used standalone or with a framework like
    Struts.
  ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons VFS,commons-vfs,commons.apache.org,http://commons.apache.org/vfs/,,,,https://gitbox.apache.org/repos/asf/commons-vfs,library,J | a | v | a,"
        VFS is a Virtual File System library.
    ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Commons Weaver,commons-weaver,commons.apache.org,http://commons.apache.org/weaver/,,,,https://gitbox.apache.org/repos/asf/commons-weaver,library,J | a | v | a,"
      Apache Commons Weaver provides an easy way to enhance compiled Java
      classes by generating (""weaving"") bytecode into those classes.
    ",,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Cordova,cordova,cordova.apache.org,https://cordova.apache.org,apache/cordova,,,https://github.com/apache/cordova.git,"mobile, library","J | a | v | a | S | c | r | i | p | t | , |   | J | a | v | a | , |   | O | b | j | e | c | t | i | v | e | - | C | , |   | N | o | d | e | . | j | s","Apache Cordova is a tool to create cross-platform apps from standard web technologies (HTML, CSS, and JavaScript). Its primary purpose is to provide a bridge for native device API access and to bundle",2013-01-11,h | t | t | p | s | : | / | / | w | w | w | . | a | p | a | c | h | e | . | o | r | g | / | l | i | c | e | n | s | e | s | / | L | I | C | E | N | S | E | - | 2 | . | 0 | . | t | x | t,2026-06-29T23:06:31+00:00
Apache CouchDB,couchdb,couchdb.apache.org,https://couchdb.apache.org/,apache/couchdb,,,https://github.com/apache/couchdb,"database, http, network-client, network-server, cloud, content, big-data","J | a | v | a | S | c | r | i | p | t | , |   | E | r | l | a | n | g | , |   | C | + | + | , |   | C","Apache CouchDB is a database that completely embraces the web. Store your data with JSON documents. Access your documents with your web browser, via HTTP. Query, combine, and transform your documents ",2013-11-05,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Rat,creadur-rat,creadur.apache.org,http://creadur.apache.org/rat/,,,,http://svn.apache.org/repos/asf/creadur/rat/trunk/,build-management,J | a | v | a,"Apache Rat improves accuracy and efficiency when reviewing and auditing releases. 
    It is heuristic in nature: making guesses about possible problems. 
    It will produce false positives and canno",2011-11-15,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Tentacles,creadur-tentacles,creadur.apache.org,http://creadur.apache.org/tentacles,,,,http://svn.apache.org/repos/asf/creadur/tentacles/,build-management,J | a | v | a,Apache Tentacles helps the reviewer by automating interactions with the repository containing the artifacts comprising the release.,2012-07-01,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Whisker,creadur-whisker,creadur.apache.org,http://creadur.apache.org/whisker,,,,http://svn.apache.org/repos/asf/creadur/whisker/,build-management,J | a | v | a,"Apache Whisker allows an application to models the licensing characteristics of the contents of its distributions. Use cases are auditing the model against the contents of a distribution, reporting on",2012-07-01,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache cTAKES,ctakes,github.com,https://github.com/apache/ctakes,apache/ctakes,,,https://svn.apache.org/repos/asf/ctakes/ctakes-models/trunk/,"content, library","J | a | v | a | , |   | P | y | t | h | o | n | , |   | S | c | a | l | a",Apache clinical Text Analysis and Knowledge Extraction System (cTAKES) is an open-source natural language processing system for information extraction from electronic medical record clinical free-text,2024-05-22,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Curator,curator,curator.apache.org,http://curator.apache.org/,,,,https://gitbox.apache.org/repos/asf/curator.git,database,J | a | v | a,"Apache Curator is a Java/JVM client library for Apache ZooKeeper, a distributed coordination service. 
    It includes a highlevel API framework and utilities to make using Apache ZooKeeper much easie",2011-02-06,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache CXF,cxf,cxf.apache.org,https://cxf.apache.org/,,,,https://gitbox.apache.org/repos/asf/cxf.git,"library, xml, network-client, network-server",J | a | v | a,Apache CXF is an open source services framework. CXF helps you build and develop services using frontend programming APIs like JAX-WS and JAX-RS. These services can speak a variety of protocols such a,2009-04-04,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Daffodil,daffodil,daffodil.apache.org,https://daffodil.apache.org,apache/daffodil,,,https://github.com/apache/daffodil,"big-data, library, xml","S | c | a | l | a | , |   | J | a | v | a","Apache Daffodil is an open-source implementation of
        the DFDL specification that uses DFDL data descriptions to parse
        fixed format data into an infoset. This infoset is commonly convert",2017-08-27,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache DataFu,datafu,datafu.apache.org,http://datafu.apache.org/,,,,https://git.apache.org/repos/asf/datafu.git,big-data,J | a | v | a,"Apache DataFu consists of two libraries:

Apache DataFu Pig is a collection of useful user-defined functions for data analysis in Apache Pig.

Apache DataFu Hourglass is a library for incrementally pr",2014-08-04,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache DataFusion,datafusion,datafusion.apache.org,https://datafusion.apache.org,apache/datafusion,,,https://github.com/apache/datafusion.git,"big-data, database, data-engineering, library","P | y | t | h | o | n | , |   | R | u | s | t","
        Apache DataFusion is a fast, extensible query engine for building high-quality data-centric systems
        in Rust, using the Apache Arrow in-memory format. Python Bindings are also availabl",2024-04-17,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache DataSketches,datasketches,datasketches.apache.org,https://datasketches.apache.org,,,,https://dlcdn.apache.org/datasketches,"library, big-data","J | a | v | a | , |   | C | + | + | , |   | P | y | t | h | o | n | , |   | G | o | , |   | R | u | s | t","In the analysis of big data there are often problem queries that don’t scale because they require huge compute resources and time to generate exact results. Examples include count distinct, quantiles,",2020-12-14,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Derby,db-derby,db.apache.org,http://db.apache.org/derby,,,,http://svn.apache.org/repos/asf/db/derby/code/trunk/,database,J | a | v | a,"Apache Derby is an open source relational database implemented entirely in Java. It has a small footprint that makes it easy to embed in any Java-based application, but it also supports the more famil",2006-03-29,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache JDO,db-jdo,db.apache.org,https://db.apache.org/jdo/,apache/db-jdo,,,https://github.com/apache/db-jdo,database,J | a | v | a,The POJO approach separates data manipulation (done by accessing Java data members in the Java domain objects) from database manipulation (done by calling the JDO interface methods). This separation o,2023-09-06,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Torque,db-torque,db.apache.org,https://db.apache.org/torque/,,,,http://svn.apache.org/repos/asf/db/torque/trunk/,database,J | a | v | a,"Torque is an object-relational mapper for Java. In other words, Torque lets you access and manipulate data in a relational database using java objects. Unlike most other object-relational mappers, Tor",2006-03-27,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache DeltaSpike,deltaspike,deltaspike.apache.org,http://deltaspike.apache.org,,,,https://git-wip-us.apache.org/repos/asf/deltaspike.git,javaee,J | a | v | a,"Apache DeltaSpike is  a suite of portable CDI (Contexts & Dependency
Injection) extensions intended to make application development easier when
working with CDI and Java EE.  Some of its key features ",2014-04-11,h | t | t | p | : | / | / | u | s | e | f | u | l | i | n | c | . | c | o | m | / | d | o | a | p | / | l | i | c | e | n | s | e | s | / | a | s | l | 2 | 0,2026-06-29T23:06:31+00:00
Apache Devlake,devlake,devlake.apache.org,https://devlake.apache.org,,,,,no-tlp-doap,,,,,2026-06-29T23:06:31+00:00
Apache Fortress,directory-fortress,directory.apache.org,https://directory.apache.org/fortress/,,,,https://gitbox.apache.org/repos/asf/directory-fortress-core.git,"identity-management, library, security, SDK",J | a | v | a,"Apache Fortress is a standards-based authorization system, written in Java, that provides role-based access control, delegated administration and password policy services using an LDAP backend.",2015-10-24,h | t | t | p | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
Apache Kerby,directory-kerby,directory.apache.org,https://directory.apache.org/kerby/,apache/directory-kerby,,,https://github.com/apache/directory-kerby,"network-client, network-server",J | a | v | a,"Apache Kerby, as an Apache Directory sub project, is a Java Kerberos binding. It provides a rich, intuitive and interoperable implementation, library, KDC and various facilities that integrates PKI, O",2014-12-31,h | t | t | p | s | : | / | / | s | p | d | x | . | o | r | g | / | l | i | c | e | n | s | e | s | / | A | p | a | c | h | e | - | 2 | . | 0,2026-06-29T23:06:31+00:00
