repo,repo_id,score,Binary-Artifacts,Branch-Protection,CI-Tests,CII-Best-Practices,Code-Review,Contributors,Dangerous-Workflow,Dependency-Update-Tool,Fuzzing,License,Maintained,Packaging,Pinned-Dependencies,SAST,Security-Policy,Signed-Releases,Token-Permissions,Vulnerabilities,Webhooks,date
memcached/memcached,184981,4.7,10,0,-1,0,0,10,10,0,10,10,10,-1,0,0,0,-1,0,10,,2026-04-06T12:40:51+01:00
memononen/nanosvg,13346990,3.7,10,0,0,0,9,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:53:30+01:00
memononen/nanovg,14325757,4.0,10,0,0,0,8,10,10,0,0,10,1,-1,0,0,0,-1,0,10,,2026-04-06T15:35:04+01:00
memovai/mimiclaw,1149403151,4.1,10,3,10,0,8,10,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-06T16:35:53+01:00
memtest86plus/memtest86plus,458383624,5.8,10,3,10,0,5,10,10,10,0,10,10,-1,0,0,0,-1,0,10,,2026-04-07T12:56:07+01:00
mendsley/bsdiff,3350538,2.9,10,0,0,0,1,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:48:34+01:00
merbanan/rtl_433,7705639,4.2,10,0,10,0,3,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T14:34:55+01:00
metacall/core,163221062,4.1,7,0,5,0,6,10,10,10,0,10,10,-1,0,0,0,0,0,0,,2026-04-07T11:00:03+01:00
metartc/metartc,439202022,2.3,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T16:58:03+01:00
mgba-emu/mgba,27788471,3.3,10,3,0,0,0,10,-1,0,10,10,10,-1,0,0,0,0,-1,0,,2026-04-06T14:36:29+01:00
mgerdes/open-golf,298134035,1.6,1,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:56:04+01:00
mhammond/pywin32,108187130,5.0,8,,9,0,9,10,10,0,0,0,10,-1,0,0,0,-1,0,10,,2026-05-03T23:28:16+01:00
micheles/decorator,14656555,4.2,10,0,5,0,3,10,10,0,10,10,0,-1,0,0,0,-1,0,10,,2026-04-27T21:39:39+01:00
micromark/micromark,157420458,4.0,10,0,5,0,1,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T14:56:23+01:00
micromatch/anymatch,11458302,3.7,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-04-27T16:09:58+01:00
micromatch/braces,25475303,3.9,10,0,0,0,2,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T15:08:10+01:00
micromatch/is-glob,28179425,3.7,10,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-04-27T14:57:44+01:00
micromatch/micromatch,27359938,3.9,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,10,-1,0,10,,2026-04-27T21:39:45+01:00
micromatch/picomatch,156211895,6.8,10,0,4,0,3,10,10,10,0,10,10,-1,3,2,10,-1,10,10,,2026-04-27T14:57:04+01:00
micromatch/to-regex-range,40355891,3.6,10,0,0,0,0,10,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-04-27T14:56:36+01:00
micronucleus/micronucleus,5923020,3.0,1,0,0,0,5,10,10,0,0,9,4,-1,0,0,0,0,0,10,,2026-04-07T11:54:12+01:00
micropython/micropython,15337142,5.3,10,3,10,0,5,10,10,10,0,9,10,-1,0,0,0,0,0,10,,2026-04-06T12:37:23+01:00
microsoft/ebpf-for-windows,355718757,7.8,5,8,10,5,10,10,10,10,10,10,10,-1,9,9,10,0,0,10,,2026-04-06T17:37:06+01:00
microsoft/mimalloc,192805335,4.9,0,6,10,0,0,10,-1,0,0,10,10,-1,0,10,10,-1,-1,10,,2026-04-06T15:38:02+01:00
microsoft/msix-packaging,123341625,4.0,0,6,0,0,10,3,-1,10,10,10,0,-1,0,0,10,0,-1,0,,2026-04-07T17:59:35+01:00
microsoft/procdump-for-linux,110297133,5.3,9,5,5,0,10,3,10,0,0,10,0,-1,1,0,10,0,10,10,,2026-04-06T18:42:54+01:00
microsoft/react-native-code-push,36749153,5.0,8,6,0,0,10,10,-1,10,0,9,0,-1,-1,0,10,-1,-1,0,,2026-04-06T13:39:05+01:00
microsoft/sysmonforlinux,308092559,6.2,10,8,6,0,10,6,10,0,0,10,6,-1,3,0,10,0,10,10,,2026-04-07T10:48:47+01:00
microsoft/tslib,34414315,7.4,10,1,0,0,6,10,10,10,10,10,1,-1,9,7,10,-1,9,10,,2026-04-27T14:52:59+01:00
microsoft/typescript,20929025,8.6,10,,10,0,10,10,10,10,10,10,10,-1,6,10,10,0,9,10,,2026-05-03T23:28:23+01:00
microsoft/windows-driver-frameworks,31281081,3.2,10,0,0,0,0,0,-1,0,0,10,0,-1,-1,0,10,-1,-1,10,,2026-04-07T14:57:35+01:00
microsoft/windows-driver-samples,31791482,6.0,7,3,8,0,4,10,10,10,0,10,10,-1,0,9,10,0,0,10,,2026-04-06T13:42:15+01:00
microsoft/windows-rs,208102250,6.4,0,6,10,0,2,10,10,10,0,10,10,10,1,0,10,-1,9,9,,2026-04-27T14:53:06+01:00
microsoft/winfile,127789081,3.4,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,10,0,-1,10,,2026-04-06T14:35:34+01:00
microsoft/winobjc,37950166,3.1,6,7,0,0,3,10,-1,0,0,10,0,-1,-1,0,10,-1,-1,0,,2026-04-06T14:39:26+01:00
midnightcommander/mc-old,2766273,3.3,10,0,-1,0,0,10,10,0,0,9,0,-1,0,0,0,-1,0,10,,2026-04-06T19:41:56+01:00
mikex86/librecuda,832955422,2.2,0,0,0,0,0,0,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T17:00:57+01:00
miloyip/json-tutorial,68291988,3.3,10,0,0,0,10,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T13:41:30+01:00
minhaskamal/creepycodecollection,66758410,2.2,10,0,0,0,0,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T19:49:26+01:00
minimistjs/minimist,549230701,5.2,10,,0,0,3,10,10,0,0,10,0,-1,0,0,9,-1,10,10,,2026-05-03T23:28:34+01:00
miniupnp/miniupnp,2435778,5.8,10,0,10,0,0,10,10,0,0,10,10,10,0,10,10,8,0,10,,2026-04-07T12:56:01+01:00
minoca/os,72385590,2.6,9,0,-1,0,0,10,-1,0,0,9,0,-1,0,0,0,-1,-1,10,,2026-04-06T18:52:23+01:00
mirror/busybox,7512322,1.8,10,0,-1,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,0,,2026-04-07T10:49:45+01:00
mit-pdos/xv6-public,40504480,2.7,10,0,0,0,0,6,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-06T13:38:48+01:00
mit-pdos/xv6-riscv,204459250,2.8,10,0,0,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-06T13:38:35+01:00
mitsuhiko/insta,165561258,5.2,10,,10,0,2,10,10,10,0,10,10,-1,0,0,0,0,0,9,,2026-05-03T23:28:34+01:00
mity/md4c,69898189,3.8,10,3,0,0,0,3,10,0,10,10,0,-1,0,0,0,-1,0,9,,2026-04-07T15:02:32+01:00
mixiaoxiao/arduino-homekit-esp8266,240946290,3.0,10,0,0,0,5,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:57:18+01:00
mjakeman/extension-manager,445686840,5.4,10,3,10,0,10,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-07T15:00:47+01:00
mjolnirapp/mjolnir,20999018,3.0,10,0,0,0,3,10,10,0,0,0,0,-1,0,0,0,0,0,10,,2026-04-06T15:37:02+01:00
mkj/dropbear,8876769,5.0,10,3,10,0,0,10,10,0,10,9,10,-1,0,0,0,-1,0,9,,2026-04-06T20:37:16+01:00
mkottman/androlua,1326440,2.9,9,0,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:58:07+01:00
mlocati/gettext-iconv-windows,12751919,4.0,10,0,8,0,0,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-27T21:40:03+01:00
mltframework/mlt,4019052,4.4,10,0,9,0,2,10,10,0,0,10,10,10,0,0,0,0,0,10,,2026-04-07T11:54:15+01:00
mm2/little-cms,507969,6.8,10,0,10,0,1,10,10,10,10,10,10,-1,1,10,4,0,10,10,,2026-04-27T21:40:14+01:00
mmozeiko/wcap,407444301,3.3,10,0,-1,0,0,3,10,0,0,10,2,-1,0,0,0,-1,0,10,,2026-04-07T16:00:46+01:00
mntmn/interim,31344015,2.6,8,0,0,0,3,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T14:58:38+01:00
mobile-nixos/mobile-nixos,136768981,5.5,10,3,10,0,6,10,10,0,0,10,10,-1,8,0,0,-1,0,10,,2026-04-07T15:04:11+01:00
mobinsheng/books,140419647,2.0,8,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:57:57+01:00
moddable-opensource/moddable,107216551,4.3,10,0,-1,0,0,10,-1,0,10,9,10,-1,-1,0,0,0,-1,10,,2026-04-07T12:59:59+01:00
mofarrell/p2pvc,30442211,3.0,10,0,0,0,3,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T18:51:28+01:00
moment/moment,1424470,2.6,10,,0,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,0,,2026-05-03T23:28:53+01:00
momotech/mln,209464640,1.9,0,3,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:56:15+01:00
mongrel2/mongrel2,1781085,2.8,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T13:59:12+01:00
monyhar/monyhar-lite,375945970,2.2,10,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:00:10+01:00
moonlight-stream/moonlight-android,12989790,2.0,0,3,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T14:38:51+01:00
moonlight-stream/moonlight-embedded,15691240,4.2,10,3,0,0,1,6,10,10,0,10,3,-1,0,0,0,0,0,10,,2026-04-07T11:57:01+01:00
moonlight-stream/moonlight-ios,16018083,2.1,0,3,2,0,1,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T12:56:52+01:00
moononournation/arduino_gfx,197129020,4.0,10,0,0,0,2,6,-1,0,0,9,10,-1,-1,0,0,-1,-1,10,,2026-04-07T17:01:11+01:00
moonshine-ai/moonshine,867866058,3.0,10,6,0,0,0,6,-1,0,0,9,10,-1,-1,0,0,0,-1,0,,2026-04-06T14:35:04+01:00
mopemope/meinheld,806604,3.0,10,0,0,0,2,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T13:55:39+01:00
more-itertools/more-itertools,4144530,5.1,10,3,10,0,5,10,10,0,10,10,10,-1,0,0,0,0,0,10,,2026-04-27T16:06:19+01:00
moretension/duti,5943856,3.5,10,0,0,0,4,10,10,0,0,9,0,-1,0,0,0,-1,0,10,,2026-04-07T10:56:36+01:00
morganstanley/hobbes,94469442,6.8,10,6,10,0,10,3,10,10,0,10,10,-1,0,0,10,-1,0,10,,2026-04-07T15:57:50+01:00
morrownr/8821au-20210708,408464031,3.6,10,0,0,0,2,10,10,0,0,9,3,-1,0,0,0,-1,0,10,,2026-04-07T16:59:03+01:00
morrownr/88x2bu-20210702,421898985,3.6,10,6,0,0,3,0,-1,0,0,9,2,-1,-1,0,0,-1,-1,10,,2026-04-07T15:59:55+01:00
motdotla/dotenv,11205780,4.8,10,0,10,0,0,10,10,10,0,10,10,-1,0,0,9,-1,0,0,,2026-04-27T21:40:33+01:00
moxystudio/node-cross-spawn,21335844,2.7,10,0,-1,0,0,10,10,0,0,10,0,-1,3,0,0,-1,0,0,,2026-04-27T21:40:35+01:00
mozilla-ai/llamafile,689773665,4.4,9,3,10,0,4,10,10,0,0,9,10,-1,0,0,0,0,0,10,,2026-04-06T12:36:54+01:00
mozilla/mozjpeg,15837676,2.5,10,0,0,0,0,10,-1,0,0,9,0,-1,-1,0,0,0,-1,10,,2026-04-06T15:38:34+01:00
mozilla/source-map,2014930,4.0,9,6,4,0,8,10,10,0,0,9,3,-1,4,0,0,-1,0,0,,2026-04-27T14:56:01+01:00
mpc-hc/mpc-hc,5180577,1.7,7,3,0,0,1,10,-1,0,0,10,0,-1,-1,0,0,0,-1,0,,2026-04-06T15:36:42+01:00
mpenkov/ffmpeg-tutorial,5423990,2.4,10,0,0,0,0,6,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T15:03:54+01:00
mpitutorial/mpitutorial,6915389,5.3,10,3,0,0,6,10,-1,10,0,9,4,-1,-1,0,0,-1,-1,10,,2026-04-06T20:35:10+01:00
mptre/yank,41288520,2.4,10,0,0,0,0,0,-1,0,0,10,1,-1,-1,0,0,0,-1,10,,2026-04-07T11:55:29+01:00
mpv-player/mpv,6201092,5.9,10,3,10,0,6,10,10,10,10,9,10,-1,0,0,0,0,0,10,,2026-04-06T12:35:23+01:00
mr-un1k0d3r/edrs,343862270,2.2,8,0,0,0,1,3,-1,0,0,0,1,-1,-1,0,0,-1,-1,10,,2026-04-06T20:37:47+01:00
mr-un1k0d3r/scshell,221572133,1.8,5,0,0,0,1,3,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:57:12+01:00
mrabarnett/mrab-regex,309446978,4.6,10,0,0,0,1,10,10,0,10,9,10,-1,0,0,0,-1,0,10,,2026-04-27T17:20:40+01:00
mrexodia/titanhide,71595650,2.9,0,0,2,0,4,10,10,0,0,10,0,-1,5,0,0,0,0,10,,2026-04-06T19:44:15+01:00
mrglockenspiel/activate-linux,470739558,3.6,10,0,2,0,7,10,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-06T14:43:32+01:00
mridgers/clink,15594033,2.3,10,0,-1,0,0,0,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-06T17:37:58+01:00
mrmlnc/fast-glob,77467076,3.3,10,1,0,0,0,6,10,0,0,10,0,-1,0,7,0,0,0,10,,2026-04-27T16:08:20+01:00
mruby/mruby,4073516,7.6,10,0,10,0,6,10,10,10,10,10,10,-1,0,10,10,-1,8,7,,2026-04-06T15:35:38+01:00
msgpack/msgpack-python,2242705,6.5,10,0,10,0,2,10,10,10,10,9,7,10,4,0,10,-1,0,10,,2026-04-27T21:40:39+01:00
mstorsjo/llvm-mingw,112254496,4.9,10,0,-1,0,0,10,10,10,0,9,10,10,0,0,0,0,0,10,,2026-04-06T19:35:39+01:00
msysgit/msysgit,325827,1.6,0,0,0,0,3,10,-1,0,0,0,0,-1,-1,0,0,0,-1,10,,2026-04-07T10:57:31+01:00
mtcp-stack/mtcp,18312122,3.1,10,0,0,0,3,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T10:48:29+01:00
mtoyoda/sl,9858718,3.0,10,0,0,0,5,0,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-06T17:38:35+01:00
mubix/post-exploitation,5552468,1.4,0,0,0,0,0,10,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T12:56:07+01:00
mupen64plus/mupen64plus-core,15262758,4.6,10,0,9,0,4,10,10,0,0,9,9,-1,0,0,0,6,0,10,,2026-04-07T12:59:04+01:00
mvdnes/spin-rs,21686666,5.3,10,0,4,0,4,10,10,0,0,10,3,-1,0,0,10,-1,10,10,,2026-04-27T21:40:49+01:00
mvp/uhubctl,28941753,3.2,10,3,0,0,0,0,-1,0,0,9,4,-1,-1,0,0,-1,-1,10,,2026-04-06T19:46:55+01:00
mwh/dragon,21016017,3.1,10,0,0,0,2,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T12:58:37+01:00
mydumper/mydumper,45695616,4.9,10,6,10,0,2,10,10,0,0,10,10,10,0,0,0,0,0,10,,2026-04-06T18:44:07+01:00
mykter/afl-training,95681864,2.1,10,0,0,0,0,0,10,0,0,9,0,-1,0,0,0,-1,0,0,,2026-04-07T15:02:30+01:00
mysticatea/abort-controller,105228556,3.0,10,0,-1,0,0,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-27T16:09:31+01:00
mysticatea/event-target-shim,31137469,2.7,10,0,-1,0,0,10,10,0,0,10,0,-1,3,0,0,-1,0,0,,2026-04-27T16:08:04+01:00
mytechnotalent/hacking-windows,410567459,2.6,0,0,-1,0,0,0,-1,0,0,10,10,-1,-1,0,0,-1,-1,10,,2026-04-07T12:56:08+01:00
mzzopublic/c,5518793,1.1,0,0,-1,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-06T16:35:52+01:00
n0b0dycn/redis-rogue-server,195679995,1.8,2,0,0,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:55:41+01:00
n0xa/m5stick-nemo,694486730,3.8,10,3,5,0,0,10,10,0,0,9,6,-1,0,0,0,0,0,10,,2026-04-07T15:57:51+01:00
nagiosenterprises/nagioscore,16119670,4.0,10,0,6,0,2,10,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-07T10:52:31+01:00
nalgeon/sqlean,343191804,4.1,10,0,6,0,1,3,10,0,10,10,7,-1,0,0,0,0,0,10,,2026-04-06T16:35:58+01:00
namhyung/uftrace,16727749,4.6,10,0,10,0,3,10,10,0,0,10,10,-1,0,0,0,-1,0,10,,2026-04-06T17:37:22+01:00
nanomsg/nanomsg,6154315,4.6,10,6,1,0,6,10,10,0,0,9,0,-1,0,7,0,-1,0,10,,2026-04-06T14:39:25+01:00
nanomsg/nng,76157774,5.9,10,1,10,0,2,10,10,10,0,10,10,-1,0,10,0,-1,0,10,,2026-04-06T16:34:54+01:00
nanopb/nanopb,34807561,6.2,10,3,8,0,4,10,10,10,10,10,10,-1,0,10,4,0,0,7,,2026-04-06T15:36:48+01:00
nanovms/nanos,115159616,6.0,10,3,10,0,2,10,10,10,0,10,10,-1,0,0,9,-1,0,10,,2026-04-06T18:40:24+01:00
ncbi/sra-tools,23203598,3.7,8,3,0,0,1,10,-1,0,0,9,10,-1,0,0,0,-1,-1,9,,2026-04-07T14:57:58+01:00
ncopa/su-exec,47607657,3.0,10,0,5,0,1,0,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T18:02:53+01:00
ndevilla/iniparser,851288,3.3,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-07T17:58:47+01:00
nefarius/dshidmini,247692781,5.7,10,3,8,0,0,10,10,10,0,10,10,-1,0,0,0,0,10,10,,2026-04-07T11:56:41+01:00
nelhage/reptyr,1252864,5.2,10,0,0,0,7,3,10,10,0,10,0,-1,0,0,0,-1,10,10,,2026-04-06T14:40:09+01:00
nem0/openfbx,95553000,3.5,8,0,0,0,4,10,10,0,0,10,1,-1,0,0,0,-1,0,10,,2026-04-07T14:59:39+01:00
neomutt/neomutt,48345674,6.8,10,8,10,0,1,10,10,0,10,10,10,-1,0,10,10,8,0,10,,2026-04-06T17:35:23+01:00
netblue30/firejail,40418146,7.2,5,0,10,0,2,10,10,10,0,10,10,-1,10,7,10,8,10,10,,2026-04-06T14:35:07+01:00
netero1010/edrsilencer,735781986,2.5,10,0,0,0,2,0,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T10:59:02+01:00
netflix/dynomite,13484625,3.2,10,1,0,0,4,10,-1,0,0,10,0,-1,0,0,0,-1,-1,10,,2026-04-06T16:36:15+01:00
nethack/nethack,47593546,3.3,10,0,-1,0,0,10,-1,0,0,0,10,-1,-1,0,0,0,-1,10,,2026-04-06T17:36:27+01:00
netsniff-ng/netsniff-ng,1496894,3.7,10,3,0,0,3,10,10,0,0,9,0,-1,0,0,0,-1,0,10,,2026-04-07T13:58:12+01:00
neurobin/shc,33220655,3.0,10,0,0,0,3,6,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T20:36:39+01:00
neutrinolabs/xrdp,1660127,5.5,10,3,10,0,3,10,10,0,0,10,10,-1,0,0,10,8,0,10,,2026-04-06T14:38:18+01:00
nevermindzzt/letter-shell,141858463,2.8,10,0,0,0,1,0,-1,0,0,10,2,-1,-1,0,0,-1,-1,10,,2026-04-07T11:55:34+01:00
newaetech/chipwhisperer,23514290,4.3,0,0,10,0,0,10,10,10,0,9,10,10,0,0,0,0,0,10,,2026-04-07T13:56:51+01:00
nfc-tools/libnfc,33354099,3.9,10,6,0,0,8,10,-1,0,0,10,0,-1,-1,0,0,0,-1,10,,2026-04-07T10:54:59+01:00
nfc-tools/mfcuk,34197858,2.6,10,0,0,0,1,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T16:59:14+01:00
nfc-tools/mfoc,32228094,3.3,10,0,0,0,4,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T13:58:14+01:00
nghttp2/nghttp2,11452676,7.1,10,,10,2,1,10,10,10,10,9,10,10,0,0,10,8,0,10,,2026-05-03T23:29:00+01:00
nginx/nginx,37912398,6.9,10,6,10,0,9,10,10,0,10,10,10,-1,3,0,10,8,0,10,,2026-04-06T12:36:10+01:00
nginx/njs,43038779,7.0,10,6,10,0,10,10,10,0,10,10,10,-1,5,0,10,-1,0,10,,2026-04-07T12:56:46+01:00
nginx/unit,102627638,5.5,10,6,10,0,8,10,10,10,10,10,0,-1,0,3,10,0,0,0,,2026-04-06T15:35:26+01:00
ngs-lang/ngs,13143215,3.2,10,0,0,0,0,10,10,10,0,10,0,-1,0,0,0,-1,0,0,,2026-04-07T12:57:59+01:00
ngtcp2/nghttp3,156868263,7.3,10,3,10,0,0,10,10,10,10,10,10,-1,0,0,10,8,10,10,,2026-04-07T17:58:46+01:00
ngtcp2/ngtcp2,95347622,7.9,10,3,10,0,0,10,10,10,10,10,10,10,0,10,10,8,10,10,,2026-04-07T13:57:02+01:00
nicbarker/clay,831578771,3.8,3,3,7,0,4,6,10,0,0,10,10,-1,0,0,0,0,0,10,,2026-04-06T12:38:55+01:00
nicholas3388/luanode,53863000,2.6,10,0,0,0,0,3,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T14:59:27+01:00
nicohood/hid,20446682,3.5,10,0,0,0,3,6,-1,0,0,10,0,-1,-1,0,0,8,-1,10,,2026-04-06T19:47:36+01:00
nicolasff/webdis,1184678,4.3,10,0,-1,0,0,10,10,0,0,10,5,-1,0,10,0,-1,0,10,,2026-04-06T18:51:11+01:00
nicolo-ribaudo/babel-preset-current-node-syntax,253327079,3.3,10,0,-1,0,0,10,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-04-27T21:41:06+01:00
nigels-com/glew,8870031,3.6,10,3,0,0,1,0,-1,0,0,9,10,-1,-1,0,0,0,-1,10,,2026-04-06T18:51:53+01:00
nightdive-studio/shockmac,128263059,2.8,10,0,0,0,3,0,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-07T13:55:37+01:00
nihui/realsr-ncnn-vulkan,266992649,2.9,10,0,0,0,0,6,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T15:57:03+01:00
nikhilm/uvbook,4684226,2.2,10,0,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,-1,10,,2026-04-07T11:57:22+01:00
ninia/jep,1380748,3.5,10,0,4,0,6,10,-1,0,0,9,2,-1,-1,0,0,0,-1,10,,2026-04-07T13:00:59+01:00
nixos/patchelf,2928164,3.9,0,3,10,0,0,10,10,10,0,10,0,-1,0,0,9,0,0,10,,2026-04-06T16:36:31+01:00
nkolban/esp32-snippets,72934777,3.2,8,0,0,0,5,10,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T19:48:12+01:00
nlnetlabs/unbound,94195301,5.9,10,,10,0,0,10,10,0,10,10,10,-1,0,0,10,-1,0,10,,2026-05-03T23:29:07+01:00
nmap/ncrack,48400212,3.2,3,0,0,0,6,10,10,0,0,9,0,-1,0,7,0,0,0,10,,2026-04-07T15:57:11+01:00
nmap/nmap,3671479,4.0,8,0,-1,0,0,10,10,0,0,9,10,-1,0,0,0,-1,0,10,,2026-04-06T15:38:02+01:00
nmap/npcap,35855357,4.0,10,0,-1,0,0,10,-1,0,0,9,10,-1,-1,0,0,-1,-1,10,,2026-04-06T17:37:01+01:00
nmathewson/libevent_obsolete,472495,2.9,10,0,-1,0,0,10,-1,0,0,9,0,-1,-1,0,0,-1,-1,10,,2026-04-07T14:55:39+01:00
node-fetch/fetch-blob,186960326,4.4,10,3,-1,0,0,10,10,10,0,10,0,-1,0,0,0,-1,0,10,,2026-04-27T17:21:24+01:00
node-fetch/node-fetch,29849956,5.3,10,6,0,0,3,10,10,10,0,10,0,-1,0,0,9,-1,0,10,,2026-04-27T15:53:39+01:00
nodeca/argparse,4325614,3.5,10,0,0,0,1,10,10,0,0,9,0,-1,0,0,4,-1,0,10,,2026-04-27T21:41:13+01:00
nodeca/js-yaml,2504175,4.2,10,0,0,0,1,10,10,0,10,10,2,-1,0,0,4,-1,0,10,,2026-04-27T15:07:56+01:00
nodeca/pako,16231859,4.9,10,0,-1,0,0,10,10,0,10,10,0,-1,0,0,4,-1,10,10,,2026-04-27T21:41:30+01:00
nodejs/http-parser,186749,4.7,10,0,0,0,4,10,-1,0,10,10,0,-1,-1,0,10,-1,-1,10,,2026-04-06T14:38:45+01:00
nodejs/node,27193779,6.1,0,1,10,5,7,10,10,10,10,9,10,-1,7,7,10,-1,0,0,,2026-04-27T21:41:30+01:00
nodejs/readable-stream,5187096,5.0,10,0,0,0,5,10,10,0,0,9,0,-1,0,0,10,-1,10,10,,2026-04-27T14:55:32+01:00
nodejs/string_decoder,95052330,3.9,10,0,0,0,3,10,-1,0,0,9,0,-1,-1,0,10,-1,-1,10,,2026-04-27T15:05:32+01:00
nodejs/undici,133092972,7.8,8,2,10,0,10,10,10,10,10,10,10,10,4,9,10,-1,0,10,,2026-04-27T14:54:06+01:00
nodelib/nodelib,129310478,3.4,10,,0,0,0,6,10,0,0,10,0,-1,0,0,0,-1,0,10,,2026-05-03T23:29:18+01:00
noisebynorthwest/php-spx,94931170,4.2,10,0,10,0,2,10,10,10,0,10,0,-1,0,0,0,0,0,10,,2026-04-06T19:47:16+01:00
nonstriater/learn-algorithms,19453715,2.5,8,0,-1,0,0,3,-1,0,0,10,0,-1,-1,0,0,-1,-1,10,,2026-04-06T13:40:12+01:00
nothings/stb,20159867,4.9,9,0,0,0,3,10,10,0,10,9,10,-1,0,0,3,-1,0,10,,2026-04-06T12:35:36+01:00
notro/fbtft,7689597,3.4,10,0,0,0,0,0,10,0,0,0,0,-1,0,0,0,-1,9,10,,2026-04-07T10:56:53+01:00
novum/vkquake,63755042,3.8,0,3,10,0,0,10,10,0,0,10,10,10,0,0,0,0,0,10,,2026-04-06T20:37:55+01:00
nowsecure/fsmon,49590440,2.9,8,0,1,0,2,6,10,0,0,10,0,-1,0,0,0,0,0,10,,2026-04-07T18:03:56+01:00
npm/abbrev-js,554893,6.7,10,,7,0,10,10,10,10,0,9,1,-1,0,9,10,-1,0,10,,2026-05-03T23:29:32+01:00
npm/cacache,193812470,7.0,10,,7,0,10,10,10,10,0,9,5,-1,0,8,10,-1,0,10,,2026-05-03T23:29:38+01:00
npm/fs-minipass,102982143,5.0,10,0,0,0,0,10,10,10,0,10,0,-1,0,7,10,-1,0,10,,2026-04-27T21:41:47+01:00
